Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
Insurance,AWH,1.00502,95.8889,1.012,1.008765,1.016091,0.9914375,1.003,0.9985455,1.000687,0.9936875,1.025071,1.014316,1.007143,0.9895
Cons-NonCyc,AWI,1.002751,52.37665,0.997,1.015,0.998,1.021,0.986,0.988,0.994,0.996375,1.014667,0.9931667,1.013,1.0168
Banks,AXP,1.004412,73.25468,0.9948889,1.008615,1.007182,1.019333,1.017158,1.002375,0.9940769,0.996421,0.9986111,1.018882,1.006571,0.9888333
Insurance,AXS,1.003976,44.00626,1.0274,1.011,1.006667,1.020727,0.9918461,1.005,0.9585,0.9974545,1.0063,1.017579,1.005615,0.999625
Cons-Cyc,AZO,1.000911,416.5441,1.015278,1.003778,1.010111,0.9808889,0.9951818,1.0055,1.009526,0.9914166,0.99775,1.0035,0.998,1
Cons-NonCyc,BA,1.013548,103.8007,0.997,1.014462,1.028357,1.03125,1.015765,1.0085,1.014714,1.000667,1.023188,1.02525,0.995,1.008429
Banks,BAP,0.9978563,138.5062,0.9949524,1.008083,1.007278,0.9785833,0.997,0.9802,0.9848182,1.03875,0.981,1.049667,0.9545,0.9994444
Health,BAX,0.9968254,69.36064,1.0125,1.0025,1.009824,0.9955714,0.9943637,1.000333,1.003136,0.9871765,0.9685,0.9995,1.007,0.9815
Energy,BBEP,1.004123,19.11042,1.018945,0.9907,1.003643,0.9994118,1.0065,0.9945,1.038062,0.982,1.01225,1.006077,0.9752857,1.0221
Health,BDX,1.007664,98.95079,1.009,1.000333,1.023667,0.9994667,1.004889,1.008667,1.014545,0.9915556,1.006562,1.016786,1.018,0.9985
Utilities,BIP,1.001375,37.78791,1.001444,1.012333,0.9858,1.006273,0.9978572,1.015,1,0.989125,1.036,0.9926667,0.989,0.9910001
Health,BMY,1.012241,44.1352,1.024286,1.007231,1.019667,0.9910769,1.045294,0.9848333,1.009714,0.9909,1.034214,1.016923,0.99875,1.024
Banks,BNS,0.9991164,57.92083,1.00225,1.003579,0.9934545,1.00355,0.99025,0.9852353,1.012273,1.006539,1.003333,1.0216,0.9923334,0.975
SemiCond,BRCM,0.997687,31.01094,1.0075,1.011857,0.985,1.0213,0.9962667,0.9925714,0.963,0.9914167,0.9781429,0.9992307,1.013625,1.012333
Insurance,BRO,1.002012,31.30883,1.03,1.007467,0.9976,0.9872727,0.9985455,1.017571,1.005875,0.9815714,1.0093,0.9920625,0.9977,0.9991764
Banks,C,0.9992401,48.69345,1.005167,1.063333,1.039714,1.006,0.9635,0.98,0.986,0.9846666,0.9923333,0.9876667,0.974,1.0085
Cons-NonCyc,CAT,0.995747,86.07938,1.02,0.987,0.9844444,0.995,0.986,1.002833,0.987,0.979,0.9847143,1.005818,1.002625,1.014529
Insurance,CB,1.000848,86.29835,1.016,1.00775,1.003882,1.002333,0.9941,0.9984,0.9967143,0.9967143,1.002615,1.004667,0.991,0.996
Services,CBI,1.00451,62.77328,1.018667,1.0091,1.006,0.932125,1.026714,1.008,0.9895,0.9964666,1.037947,1.020818,0.9972308,1.011545
Basiclnd,CCJ,1.00102,20.33496,1.007,0.985,1.0035,1.0275,1.006857,0.99575,0.9824286,0.992875,0.9722,1.011,1.02625,1.001875
Insurance,CI,1.001057,72.4579,1.0243,0.962,1.019286,1.005857,1.009667,1.033,0.9962,0.999,0.9852727,0.9872,1.0064,0.9845
Energy,CLR,1.001138,94.4333,1.014385,0.9987692,0.98375,1.023333,1.000889,1.044286,1.01575,0.964,1.037667,0.9908333,0.9806667,0.9593333
Services,CMCSA,0.9999615,43.47496,0.991,0.9888572,0.998625,1.003857,0.9749,1.0232,1.027333,0.98825,0.996,1.016182,0.989,1.002333
Insurance,CNA,1.006264,35.54591,1.0245,0.995,1.0088,1.012,0.9993125,0.9703333,1.019133,1.004722,1.0067,1.019667,1.011,1.004
Transp,CNI,1.004222,96.86124,1.006143,1.018,0.998,0.9985,1.001636,0.99425,1.004625,0.9915333,1.019889,1.026091,1.002,0.99
Energy,CNQ,1.001679,30.9059,0.9808571,1.0246,0.9935833,0.9911333,1.001143,1.001158,1.014909,1.001,1.001556,1.016375,1.000333,0.9935
Transp,CNW,1.011539,38.94019,1.037,1.033,1.02075,1.003,0.991,0.988,1.0795,0.9745,1.017333,1.004889,0.984,1.0055
Transp,CP,1.004678,129.4098,1.014133,1.024917,0.991875,1.002111,1.004562,0.9895,0.9960769,0.9886,1.001,1.044111,1.02225,0.977
Cons-NonCyc,CPB,1.001985,42.67977,0.9985,1.0358,1.003,1.021,1.02,1.008667,0.993,0.973,0.966,0.993,1.022857,0.989
Transp,CPLP,1.006478,8.82866,1.013,0.96425,1.002,1.0155,1.0004,1.04125,1.01,0.981,0.9893333,1.02275,1.02325,1.015
SemiCond,CREE,1.020234,57.9576,1.0885,1.042,1.020167,1.0284,1.005182,1.0144,1.012833,0.973625,1.055571,1.014571,0.9853333,1.002222
Basiclnd,CRS,1.000631,52.64194,0.9756666,0.9878572,1.0212,0.9924286,1.017273,0.9873636,1.0325,0.9863333,0.997,0.9902857,0.9866667,1.033
SemiCond,CRUS,0.9872307,21.9452,0.9823636,1.003667,0.96575,0.9835714,1.036167,0.98925,0.995,1.006,0.936,1.035,0.941,0.973
Energy,CVE,0.9969061,29.99825,0.9904,0.997,0.9923333,0.996875,1.005389,0.9898,0.9718333,0.9909091,1.0004,1.0196,1.001,1.007333
Energy,CVX,1.003112,120.67,1.007429,1.010364,1.001539,1.009187,0.9967143,1.005333,1.0098,0.9874286,0.9946,1.003615,1.004333,1.007
Utilities,D,1.005001,59.63682,1.00475,1.009643,1.010632,1.008125,0.99275,1.007455,1.012762,0.994,1.023462,1.010529,0.9910714,0.9948334
Banks,DB,0.9967687,45.3913,1.00925,0.9645,0.9605,0.957,1.024,0.9786667,1.044,1.01125,1.0105,0.9968571,0.9895,1.0152
Basiclnd,DD,1.001791,55.32355,1.016667,0.9995714,0.9902857,1.005,0.99775,0.9815714,1.027722,0.9895883,0.9869091,0.9993077,1.003714,1.0234
Cons-NonCyc,DE,1.003797,86.25961,1.0084,1.0026,1.01,1.018,0.999875,0.9856666,0.994,1.000727,1.005,0.999,1.0075,1.0148
Tech,DHR,1.009076,66.3388,1.016333,1.0073,0.99425,1.016,1.005333,1.0073,1.006545,1.002769,1.014167,1.0103,1.012615,1.016
Tech,DLR,0.9901222,59.51797,0.9765,1.007833,0.98,0.9585,0.9713333,1.039667,0.9766667,0.958,1.0372,0.9923334,0.9613333,1.0221
Basiclnd,DOV,0.997831,81.39888,1.005091,1.015714,0.9935,0.933,1.01675,0.992,1.018833,0.989,0.9923333,1.028,0.9935,0.99625
Transp,DSX,1.006371,10.55833,1.005,1.0065,0.999875,1.006667,0.9752,1.019909,1.021,1.0456,0.98075,0.9841,0.9978572,1.034
Utilities,DTE,1.001567,67.9102,1.0082,1.012235,1.001154,1.007917,0.989,0.9985,1.0115,0.981625,0.9989412,1.0194,0.987,1.003333
Services,EBAY,0.9932222,53.21676,1.012,0.997,1.039333,1.0055,0.958,1.0115,0.9163333,0.9945,1.004,0.9941667,0.9853333,1.001
Utilities,ED,0.9992209,57.66644,0.999,1.011571,0.99625,1.002333,0.985375,1.002429,1.008176,0.9842,0.9947222,1.017067,0.9948,0.9947273
Basiclnd,EGO,1.003503,7.969222,0.984,0.9695714,0.9859091,1.006889,1.025105,0.9491,1.097667,1.051125,0.9416667,1.012556,0.9654444,1.053
ETFs,EGP,1.012198,59.29211,0.9886667,1.002182,1.004417,1.0227,1.0075,1.030333,1.0405,0.9875,1.021333,1.053,0.98375,1.0045
Cons-Cyc,ELY,0.9970097,7.063561,1.012833,1.004,1.005833,0.949,0.994,0.99875,1.0275,0.983,1.012,0.984,0.956,1.0372
Utilities,ENB,0.9965504,43.6412,1.010833,1.007154,1.004714,0.9736667,0.984,0.9744999,1.004154,1,0.9973333,1.01975,0.9745,1.008
Tech,ENR,1.006385,98.61885,1.008,1.034,0.9925,1.002857,1.014333,1.0245,0.9970909,0.993,0.9976667,1.018667,1.0105,0.9835
Utilities,EPB,1.006708,41.28797,1.010667,0.9956667,1.0125,0.9956667,0.981,1.034333,0.9945714,1.007,1.014,0.992,1.015667,1.027429
Utilities,EPD,0.9975576,60.25377,0.97,1.008,0.996,0.999,1.0022,1.011,0.994,0.973,1.0035,1.012857,0.9843333,1.0168
Services,ESI,0.9977906,25.64649,1.025917,0.902125,0.9744999,1.089429,1.0589,0.885,1.098,0.9515001,1.023,1.011667,0.94125,1.0122
Services,ESS,0.9905512,153.1553,1.010267,0.975,0.9955,0.999,1.004231,0.9964,0.971,0.9834445,0.9766667,1.0285,0.9653333,0.9812728
Cons-Cyc,ETH,1.006702,29.2746,1.020833,0.99025,1.039,0.9888,0.9825,1.0122,1.0025,0.9635,1.01825,1.0275,1.014667,1.020429
Utilities,EXC,0.9969047,30.68431,1.0085,1.009,1.022857,0.9855,1.0025,0.985,1.000833,1.0012,0.9846666,0.9914666,0.9883333,0.983
Transp,EXR,1.006916,42.39638,1.0208,0.9804,1.004,1.025667,0.988353,1.010545,0.9986666,0.9958571,1.024158,1.0298,1.007,0.99775
Cons-NonCyc,FAST,1.006359,48.63324,1.0122,1.001857,0.9895,0.9965,1.001778,0.990625,1.013286,1.037375,1.027143,1.0068,1.0095,0.98975
Basiclnd,FCX,1.004447,32.62817,1.014,0.9393333,1.016333,1.020417,0.9989091,0.9715263,1.014,1.016714,1.0381,1.013714,0.9884616,1.021857
Utilities,FE,0.9967886,38.367,0.979,1.003167,0.997,1.0124,0.9883333,1.035,0.9912857,0.995,0.9953333,1.005611,0.965,0.9943333
Cons-NonCyc,FLO,1.010335,25.40771,1.0174,1.004667,1.0135,0.995,1.01975,1.0235,1.018857,0.9876,1.0015,1.044,0.98925,1.009
InvServ,FNGN,1.01854,48.22294,1.0495,1.003,1,1.0415,1.035571,1.011,1.036182,1.010429,0.9881428,1.050875,1.007167,0.9891111
Services,FRT,1.003562,105.8769,1.0075,0.997,1.017667,1.016583,0.9782308,1.052,0.9977857,0.9926,1.00675,1.0168,0.9863333,0.9735
Energy,FST,0.9775274,5.158471,0.959,0.979,0.86,0.9888334,0.9930909,0.9858,1.062333,1.021615,0.9863,0.9561053,0.9775,0.96075
Tech,GEOS,1.004627,87.24729,1.0124,0.98775,0.9850833,0.9678572,1.021,0.994,1.021333,0.9984,1.0392,1.0114,1.039833,0.9772727
Basiclnd,GG,1.001064,28.16472,0.9946,0.98225,1.003833,1.002333,1.003714,0.96975,1.031846,1.051546,0.9757143,1.0006,0.98125,1.015333
ETFs,GGP,0.9882534,20.41128,1.012308,0.9975001,1.0029,1.0325,0.9779167,0.9266667,0.98575,0.949,1.002,0.9673334,1.015,0.9901667
Cons-NonCyc,GIS,1.000015,48.42197,0.989,1.014625,1.00775,1.004933,0.98825,1.001615,1.011471,0.9813572,0.9955714,1.012786,0.9958182,0.997
Energy,GLF,1.011286,44.96191,0.9978572,1.020333,0.9686,1.089667,1.022667,1.0185,1.002643,0.9743333,1.001667,0.9946667,1.024,1.0205
Transp,GLNG,1.003308,36.48023,1.013333,0.9998,0.99025,0.9995,1.0126,0.992,1.05375,1.003,1.004167,0.9865333,0.9872223,0.9975384
Cons-Cyc,GM,1.001188,33.8792,0.9794,1.013,1.0225,1.01,1.031818,0.9946,1.012053,0.975,0.9773334,0.9863334,1.00375,1.008467
Cons-NonCyc,GMCR,0.9991521,65.94997,1.018333,0.9778,1.017125,1.01,0.968875,0.9723333,1.017,1.029667,1.002,0.9563846,0.993,1.027308
Basiclnd,GORO,0.9804477,8.87727,1.016,0.983,0.958,1.007,0.9891667,0.9536,0.897,1.04725,0.9122,1.024846,0.9801667,0.9971429
Banks,GS,1.002755,158.2891,1.026533,1.004067,0.9885,0.9985,1.0188,0.9882,1.0095,0.9776,0.9935,1.01,1.007364,1.0105
Energy,HAL,1.004849,45.26453,1.0095,1.038333,0.943,1.021667,1.01625,1.019,1.004167,1.017688,0.99575,1.0205,0.9648333,1.0075
Cons-Cyc,HAS,1.006827,46.22527,1.0185,1.01425,0.992,1.014,1.0105,1.012,0.994,1.01675,0.9973333,1.019667,1.000125,0.9928
Banks,HBAN,1.00649,8.069492,1.014667,1.001286,0.993,0.9945,1.012857,1.013444,1.011125,0.9951538,1.008857,1.0039,1.012231,1.016857
Services,HCN,0.9971688,64.48594,1.0035,1.01075,1.015105,1.02085,0.9862308,1.003429,0.985625,0.9981333,1.006,1.004118,0.949,0.9832857
Services,HCP,0.9978286,44.84368,1.00275,1.0215,1.0205,1.009333,0.9428571,1.019333,0.9865,1.003625,0.9926,1.013111,0.9655,0.9963333
Cons-Cyc,HI,1.000888,25.82463,1.007333,0.9809999,0.9995,1.033,0.9766667,0.989,1.0044,1.009,0.986,1.0235,0.99675,1.0045
Transp,HII,1.012245,61.69093,1.006667,1.042667,0.993,0.9913636,1.001667,1.018222,1.014,1.007684,1.0165,1.020667,1.025,1.0095
Energy,HK,0.9896499,5.764244,0.995,0.9504,1.037556,0.96225,0.9593333,1.0411,1.040273,0.9706666,0.9737143,1.005737,0.9567692,0.983
ETFs,HME,0.9981159,61.0693,1.005,1.02325,1.0062,1.003857,0.9726,1.02,0.9863333,0.9859,1.0075,1.02125,0.971,0.9745
Cons-Cyc,HNI,1.001706,35.70882,1.01125,0.9846666,1.0017,0.998,1.015846,1.005167,1.005714,0.96075,1.0014,0.9982308,1,1.03775
Energy,HNR,1.007771,4.667244,1.022,1.0002,0.9423333,0.9901429,0.95825,1.057,1.079,0.98975,1.099,0.9455714,1.021,0.989
Transp,HOS,0.9988092,50.18215,1.028,1.0204,0.98975,0.9416,1.0111,1.0275,1.0038,0.9959375,1.008067,0.9856667,0.992,0.9818889
Tech,IBM,0.9984432,193.2708,0.9925,1.0024,1.005385,1.016,0.99575,0.9812,1.008333,1.012,0.985,1,0.98775,0.995
Energy,IMO,1.001091,41.82643,0.9997857,0.9962222,0.9743333,1,0.996375,1.003,1.0155,1.014,1.007,1.010875,0.9785,1.0175
SemiCond,INTC,1.004487,23.07047,1.006833,1.008,0.99575,1.028929,1.00965,0.9821429,1.006083,1.001,0.9825,1.014273,1.003909,1.014769
Basiclnd,IP,1.010542,46.28061,0.991,0.9985,1.041,0.981,1.024,1.004,1.036,1.0018,0.981,1.038,1.034,0.9962
SemiCond,IPGP,0.9939417,63.27434,1.005312,0.98675,1.004231,0.9803333,1.008368,0.99625,1.010889,0.977,0.9841666,1.002,0.9835,0.9885
Health,ISRG,0.9898481,446.7164,1.034048,0.9878,0.9766923,0.9687143,0.9934,0.9969286,0.9469286,1.004667,1.009,0.964,0.974,1.022
Cons-Cyc,ITW,1.004095,70.72169,1.001333,0.9985,0.982,1.012615,1.009286,1.008667,1.00175,1.0046,1.011667,1.00805,1.001063,1.009615
Transp,JBHT,0.9968615,72.37737,1.01375,0.99875,1.011118,0.9877778,0.967,0.9948571,0.9918,0.9962857,0.9975556,0.9982222,1.003,1.002222
Banks,JPM,1.005684,52.15669,1.016857,1.00975,0.9955,1.0058,1.0026,1.000833,0.99,1.034,1.001667,0.9935384,1.012333,1.005333
Basiclnd,KALU,1.003832,65.40814,0.9952308,0.9782223,1.003833,1.016,0.9928125,0.993,1.007778,1.015445,1.001667,1.0185,1.0025,1.021
Transp,KEX,0.9982398,81.81512,1.023231,1.0045,0.9994,1.004,0.9773333,1.026167,1.0085,0.9821666,0.9944546,0.983,0.998125,0.978
Basiclnd,KGC,1.005563,6.03242,1.022,0.9842,1.002,0.9597273,1.058,0.9486666,1.046143,1.022125,0.9942,0.9875,1.0022,1.04
Tech,KLAC,1.003412,57.5131,1.049125,0.9848571,0.9894,1.010125,1.002,1.0125,0.9962,0.9895,1.005889,1.005917,0.9914286,1.004
Insurance,KMPR,1.008711,34.57143,1.023,0.9825,1.014667,1.011286,1.005,1.00275,1.001,0.9953333,1.018,1.056,0.994,1.001
Transp,KNX,1.002617,16.67294,0.9665,1.0235,0.991,1.0152,1.0075,1.010333,0.9995,0.987,1.01,0.9873334,1.01525,1.018286
Cons-Cyc,KORS,0.9990314,66.55195,1.010091,1.043,0.974,1.006,0.9796667,1.0055,1.00175,1.016083,0.984,1.001,1.001286,0.966
Basiclnd,KRA,1.012287,22.13238,1.031,1.094,1.024667,0.8995,1.008,0.9955,0.99375,0.987,0.9892,1.088,1.0332,1.003625
Services,KSS,1.002482,50.86992,1.012,0.9863333,1.009,0.9855,1.0252,1.016,1.0065,0.98475,0.9960001,1.027,0.989,0.9925
Transp,KSU,1.005059,109.9376,1.006,1.04625,1.005,1.004333,0.9878,0.99625,0.988375,1.002,1.012,1.0142,1.0115,0.987
Cons-NonCyc,LECO,0.9981222,60.83286,1.029,0.98925,0.952,1.003667,1.014,1.0084,0.9864,1.009,0.97575,1.008,0.9983333,1.003667
SemiCond,LLTC,1.00283,39.13695,1.00775,1.00225,0.9896666,0.9958,1.024,0.977,1.003,0.9888462,0.992,1.024,1.0125,1.017143
Cons-NonCyc,LMT,1.008959,114.0757,1.01,1.003143,1.0155,1.003571,1.000286,1.014714,1.030615,0.9933333,1.001706,1.021,1.001778,1.011857
Tech,LNKD,1.016682,196.5991,1.036857,1.011,0.99375,1.0342,0.9848125,1.030667,1.060143,1.001,1.0155,1.0438,1.00975,0.9787
Utilities,LNT,1.006143,50.35516,1.0008,1.0092,1.0113,1.020636,0.9901818,0.9956,1.033,1.006,0.999,1.016,0.9958333,0.9961666
ETFs,LTC,1.000342,39.21363,1.017,1.015333,1.018687,1.0215,0.9714,0.9881111,1.012286,0.9851579,1.0057,0.99,0.9863334,0.9926
Cons-NonCyc,MA,1.013165,618.1334,1.001714,0.9951667,1.0125,0.9989285,1.01375,1.01325,1.0203,1.002714,1.0268,1.012,1.014857,1.046
Cons-NonCyc,MAA,0.993807,66.00468,1.0056,1.0015,0.978,1.021,0.98,1.024,0.9933333,0.984,0.992,0.993,0.9745,0.97875
Cons-Cyc,MDC,0.9971736,33.83521,0.972,1.037,0.944,1.025333,1.007,0.996,1.013,1.0075,1.022,0.94225,1.029,0.971
Energy,MHR,1.01002,4.856798,0.9618,0.9536667,0.9963334,0.934,1.010111,1.074,0.965,1.1175,1.0307,0.985,1.0013,1.090833
Transp,MIC,0.9981123,53.65723,1.018333,1.01675,0.98325,1.027056,0.985,0.9987777,1.005765,0.9733334,1.00225,0.984,0.9755,1.007333
Transp,MINI,1.021039,32.7101,1.0035,1.023,0.991125,1.102833,1.020875,1.064,1.001,0.9695,1.0158,1.021,1.005333,1.0345
Cons-NonCyc,MLM,0.9949851,100.1849,0.9964,0.9785,0.993,1.021,1.0036,0.9804286,0.9764,0.976,1.00825,1.009143,0.9926,1.0045
Cons-NonCyc,MMM,1.007761,114.6165,1.016909,1.015429,1.003667,1.005857,1.001,1.003,1.009867,0.9988334,1.0078,1.013478,1.00185,1.015444
ETFs,MPW,0.9992286,14.01784,1.017333,1.035,1.016778,0.9753333,0.9865714,0.9945,0.995,0.9635,1.016,0.985,1.007727,0.998
Energy,MRO,1.003883,34.66006,0.997,0.9794286,0.9864,1.054,1.008333,1.001333,1.011636,1.030875,0.9915556,1.005857,0.9918,0.988375
SemiCond,MRVL,1.008686,11.41988,1.048583,0.9993333,0.9751667,1.033143,0.975,1.03,1,1.026333,0.9786667,1.0015,1.0415,0.995
Tech,MSI,1.001133,60.36641,1.011,1.0104,0.9952857,0.9967143,0.9853333,0.98675,1.0076,1.027,0.987,0.99,1.011714,1.0048
Banks,MTB,1.000733,109.0174,1.000933,0.9878572,0.9842,1.007571,1.006857,1.0145,1.0088,0.993,0.9938334,1.01725,0.995,0.999
SemiCond,MXIM,0.9954237,29.79305,0.986,0.9916666,0.9845,1.0268,1.0005,0.953,1.015,0.9922941,1.014,0.998,0.9919231,0.9914
Transp,NAT,1.004941,8.781213,1.02825,1.010333,0.9865714,1.0125,0.972,0.9864286,1.048278,0.9725625,1.000546,1.046,0.9894,1.006429
Utilities,NEE,1.001506,80.44635,1.0054,1.002769,1.023429,1.006875,0.9907272,0.9985833,1.017722,0.9723846,0.9968182,1.022364,0.983,0.998
Basiclnd,NEM,1.004817,32.63694,1.002125,0.9785,0.97875,0.9965714,1.07,0.958125,0.9828333,1.046,1.049,1.0345,0.9574,1.004
Cons-Cyc,NLS,1.00628,7.265714,1.056,1.036,0.96625,0.9864,0.9502,1.061778,1.00175,0.9786,1.0196,0.9809,1.0131,1.024786
Transp,NMM,1.011967,15.01859,1.0045,1.0062,1.0095,1.018727,0.9871538,1.016111,1.016222,0.9854286,1.021,1.030333,1.001,1.047429
ETFs,NNN,1.003774,34.37667,1.0045,1.025571,1.01525,1.033875,0.9991429,1.02375,1.01025,0.9862,0.999,1.005,0.948,0.99475
Energy,NRP,0.9928112,21.08568,0.9995,1.005154,0.99075,0.96,0.9763333,0.9572857,1.007462,0.9974999,0.97775,1.039,1.011,0.992
Basiclnd,NSU,1.007864,3.476111,1.0125,0.983,1.0305,0.8875,1.043222,0.909,1.134,1.036,1.019,1.027143,0.9715,1.041
Tech,NTAP,0.9995642,38.40751,1.032,0.9855,0.9935,1.002429,1.0138,1.01,1.015,0.985,0.98775,0.98,0.9816667,1.008125
Utilities,NU,1.001419,42.05944,1.0096,0.9965,1.0052,1.009667,0.99475,1.0084,1.0002,0.9767143,1.008667,1.02,0.9813334,1.006
Basiclnd,NUE,0.9948781,47.16076,1.0102,0.9396667,0.98875,0.9983333,1.007714,0.9882,1.011714,0.9733334,1.0205,1.014,0.976125,1.01
Services,O,1.000634,43.66684,1.013714,1.0115,0.972,1.032857,0.9942728,0.9938824,1.006556,0.9803684,1.004714,1.01205,0.9785454,1.007143
Banks,OCN,0.99496,46.2939,1.0035,0.97075,0.9385,1.006,0.9553334,0.990125,1.0447,0.99875,1.001182,1.0034,1.031357,0.995923
Transp,ODFL,1.008843,43.06997,1.0275,0.98975,0.99,1.020917,1.016,1.004625,1.0105,0.99725,1.014571,1.000154,1.0231,1.01175
ETFs,OHI,1.002986,30.7094,1.0128,1.0137,1.025053,1.028294,0.9904667,0.98125,1.005667,0.9747143,1.026,1.016882,0.977,0.984
Tech,ORCL,1.000435,33.73616,0.9991667,1.001579,0.9567,1.005429,1.000176,0.970647,1.014474,0.9976818,1.0066,1.004429,1.012167,1.036167
Energy,OXY,1.001893,89.30722,1.009833,0.99,1.00725,1.001857,1.003,0.985,1.008,1.007357,1.015389,1.005632,0.9944,0.995
ETFs,PCH,0.9961073,42.55036,1.004333,1.0045,0.9994,1.004889,0.9978889,0.9774,1.011625,0.9707059,0.972,1.031546,0.982,0.997
Energy,PER,0.9930314,14.70911,1.02,0.9665,0.9820001,1,1.032091,1.001786,1.0235,0.943,0.97025,1.033,0.97825,0.966
Cons-NonCyc,PG,1.000767,78.5604,1.00225,1.00975,0.99375,0.9878572,0.999,1.003462,1.011111,1.002,0.9893333,1.015467,1.004562,0.9906667
Cons-Cyc,PII,1.014848,107.6697,1.000765,1.015889,1.002,0.9958333,1.0266,0.9998571,1.039923,1.001375,1.041467,1.006143,1.0295,1.018818
Banks,PNC,1.003225,71.00312,1.019,0.9945,0.9946667,1.010235,1.008545,1.011643,1.007,0.9916842,0.9975714,1.008813,0.9996667,0.995375
Insurance,PRE,1.001847,92.35801,1.02,0.995,1.001636,1.0004,0.9958,0.99,0.9879286,0.9933,1.0095,1.026375,0.9992222,1.003
Insurance,PRI,1.006139,37.23869,1.014083,0.9746,0.98275,1.021692,1.002083,1.022533,1.021353,0.9802778,1.019125,1.0235,1.003667,1.008
Cons-Cyc,PVH,1.001542,122.6339,1.022667,1.035,0.9683333,1.0005,1.0275,1.012125,1.009333,0.9955714,0.9826,0.995875,0.974,0.995
Energy,PWE,1.007143,10.36589,1.020571,0.964,1.036571,1.002555,0.9942,1.029111,1.038412,0.9887647,1.014,0.9923334,0.9948235,1.010375
Energy,PXD,0.9961252,155.5526,1.022,1.015538,0.962,1.0012,1.015556,1.009,1.069286,1.0085,1.0032,1.010222,0.857,0.98
SemiCond,QCOM,1.004892,66.52691,1.005722,1.014333,1.005667,0.9983571,0.99805,0.9903,1.017818,1.009636,0.99715,1.005087,1.0185,0.9980834
Insurance,RE,1.009424,136.2105,1.0165,1.018833,1.003667,1.012563,0.9930714,0.9978182,1.007563,1.006,1.018182,0.9948889,1.025,1.019
Insurance,RGA,1.007903,65.92192,1.0216,1.005,0.989375,0.994625,1.015909,1.011077,1.0026,0.992,1.015,1.012071,1.02425,1.011333
Basiclnd,RGLD,0.9958615,55.19332,0.9780909,0.9557273,1.004733,0.9469333,1.001789,0.9482307,1.039929,1.113571,0.9595714,1.02,0.9774286,1.004333
