Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
Cons-Cyc,RGR,0.9989613,57.68093,1.013923,1.015889,0.9715714,0.9725,0.9936666,0.9914445,1.031167,0.9575,1.026875,1.011,0.9763333,1.025667
Basiclnd,RKT,0.9984112,98.8139,1.03575,1.018143,0.993375,1.047667,1.005333,0.988,1.019333,0.9775,0.984,0.9245,0.946,1.041333
Cons-Cyc,RL,0.9996271,173.2746,1.01925,1.012125,0.9908,1.000375,0.9934286,1.000143,1.006056,0.9785625,0.9914286,1.0075,0.9958571,1
Tech,ROK,1.005837,96.62393,1.0092,1.003875,0.9938334,0.996,1.008333,1.0115,1.015333,1.0255,1.0028,0.99375,1.009667,1.00025
Energy,ROSE,0.9908246,48.77096,1.014444,0.966,0.9905,0.9783334,0.9906,1.02,1.095,0.947,1.0495,0.88,0.9761428,0.982375
Transp,RRTS,0.9979094,25.66649,1.034444,0.96,1.011,1.0125,1.0155,0.981,1.026,0.9867143,1.018125,0.9514286,1.0212,0.957
Tech,RTN,1.001075,69.79156,0.998,0.9905,1.002,0.992,1.008308,1.005667,1.0078,0.9971818,0.9902667,1.024125,1.004333,0.9927143
Banks,RY,1.000082,62.52254,1.004,0.9976316,0.9939375,1.003917,0.9995,1,1.008529,1.007571,1.002231,1.012118,0.9835455,0.988
Services,RYL,1.02291,40.69221,1.006143,1.097,1.017167,1.0432,1.041,0.9486667,0.977125,0.9665715,1.060167,1.038,1.0325,1.047375
Transp,SAVE,1.012524,32.00664,1.021667,1.0328,1.0222,1.03,0.998125,1.0545,1.026,0.9665,0.9825,0.963,1.014,1.039
Transp,SB,1.010692,5.967403,0.92,1.005,1.0345,1.014,1.038,1.0056,1.0125,1.021333,0.949,1.147,0.989375,0.992
Utilities,SCG,0.9996875,48.98229,0.9955,1.010889,1.0195,1.009111,0.9859167,0.9906667,0.991,0.9826667,0.9945,1.007667,1.007333,1.0015
Energy,SDT,0.998089,13.51963,1.043333,0.9245715,1.057667,1.008385,1.0522,0.9934545,1.007235,0.9695,1.0074,1.019667,0.9595556,0.9341
Utilities,SE,1.005428,32.29874,1.031333,0.9815,0.992,0.996,0.993,1.034091,1.020333,0.9853333,1.00825,1.015429,0.9982,1.009667
Transp,SFL,0.993991,16.4045,1.008,0.9883333,1.029125,0.9801334,0.9945555,0.9709412,1.014357,0.9973636,0.973,0.999,1.00175,0.9713333
Basiclnd,SLW,1.009896,25.52726,0.9910001,0.9471111,0.9802,1.020455,1.0039,1.002667,1.084,1.1011,0.9957273,1.0147,0.956,1.021889
Tech,SNDK,1.018525,59.16957,1.036,1.005,1.012333,1.016933,1.023167,1.018667,0.9855,0.996375,1.012571,1.01475,1.056,1.045
Utilities,SO,0.9991576,43.53696,0.9867143,1.009,1.007947,1.007357,1.002,0.9917693,0.9952,0.98345,0.9984,1.004476,0.9980769,1.0055
Utilities,SRE,0.9988649,83.4221,1.013333,1.007,1.003222,1.002429,0.98175,0.976,1.019176,0.975,1.009364,1.006375,0.9914445,1.001286
Transp,SSS,0.9967262,67.51421,1.000333,0.9653333,0.9936,1.016545,0.9866667,1.004625,1.0066,0.9918,1.028278,1.017333,0.95,0.9996
Transp,STNG,1.023581,9.560616,1.03,1.02925,0.9751818,1.005,1.028455,1.0625,1.022429,0.9907778,1.007286,1.059091,1,1.073
Banks,STT,1.010566,65.0713,1.025,1.05,0.994875,0.98175,1.02475,1.001286,1.014917,0.986,0.9967143,0.998,1.024,1.0295
Services,STWD,1.004041,26.13967,1.043667,1.017444,0.998,1.000312,0.9846,0.985875,1.013429,0.9902941,0.9776667,1.018333,1.015421,1.003444
Tech,STX,1.005524,42.27279,0.9694999,0.9956667,0.9983333,1.044,1.012444,1.013937,0.977625,1.004,1.028667,0.9902,0.99925,1.032667
Energy,SU,0.9886019,32.46552,0.99525,0.977,0.9923334,0.9825,0.9998889,0.9663333,1.002667,1.0238,0.99325,0.969,0.9822,0.979
Insurance,SYA,1.003538,15.99864,1.006833,1.004,0.9886667,1.002333,0.9933333,1.031286,1.036,0.9868571,0.99625,1.006667,1.015235,0.975
Basiclnd,TCK,0.9893566,27.23399,0.9886667,0.9755,0.947,1.006333,0.9631,0.9502,1.031889,1.040444,0.981,1.008813,0.9483333,1.031
Banks,TD,0.9978142,84.80994,0.996,0.9998571,0.9971429,1.000778,0.98525,0.9926,1.0105,0.995,0.9985,1.011143,0.98,1.007
Utilities,TEG,0.9995109,56.8886,1.015,1.006,1.007,0.994,0.9785,0.986,1.02725,0.975,0.9987143,1.012667,0.989,1.005
Transp,TEU,0.9801291,4.276351,1.014,0.9554,0.9301429,1.0038,0.967,0.958,1.043778,1.0005,0.987,0.9745,0.9714286,0.956
Transp,TGP,0.9995835,41.53817,1.005,0.98775,1.002067,1.019824,0.9954666,1.012667,0.9896842,1.003,1.0003,0.9913077,0.9862222,1.001714
Insurance,THG,1.010061,51.69914,1.00975,1.006,1.046667,1.0104,0.9955714,1.02,1.027727,0.977,1.0097,1.009467,1.007778,1.000667
Energy,TLM,1.003519,11.77389,1.058,1.007,0.9855714,1.0074,0.993125,1.000125,0.9918333,1.0025,1.033,0.9912,0.992875,0.9796
Health,TMO,1.005256,87.81942,1.0285,0.99775,1.0015,1.002833,1.0212,0.9968333,1.01425,0.9912857,0.995375,0.992,0.9938571,1.027692
Transp,TOO,1.003688,31.33046,0.9753333,1.028,1.0315,1.011471,1.00875,1.006,0.9815714,0.9995556,1.010143,1.007273,0.9828572,1.0018
Utilities,TRP,1.000283,46.02038,1.026,0.9871429,1.012375,0.9993333,0.9818889,0.9842667,1.006,0.9997272,0.997,1.018,0.9926667,0.999
Insurance,TRV,1.00124,83.80111,1.015714,1.008474,1.0092,1.005778,0.994,1.009,1,0.9923334,1.007636,1.00025,0.9905,0.982
Cons-NonCyc,TTS,1.013228,22.80276,1.010333,0.9956,1.011625,1.049546,1.02075,1.085333,0.9715,1.008,1.0598,0.9942501,0.93325,1.01875
Cons-NonCyc,TXI,0.998156,61.71574,1.0104,1.005556,0.967,1.039286,1.002923,0.9666667,0.9808333,0.9822,1.011667,0.997,0.9967857,1.017556
SemiCond,TXN,1.00643,37.77896,1.0118,1.013118,0.9963684,1.018273,0.9963125,1.002091,1.023222,0.9985238,1.004053,1.011167,1.003733,0.9985
Tech,UNXL,1.012003,18.99668,0.9636154,1.125154,1.095091,1.103714,0.92425,0.9547,1.025429,1.013667,1.105667,0.9433333,0.9219167,0.9675
Services,V,1.003418,182.4559,1.007125,1.002714,1.026,0.983,0.9992666,1.010062,0.992875,0.9858,1.023714,1.000111,0.99625,1.0141
Cons-Cyc,VFC,1.009599,183.349,0.999,1.0195,1.012,1.0014,1.0122,1.021,1.007947,0.98875,1.000813,1.025,1.0145,1.013077
Cons-NonCyc,VGR,0.9992545,16.1308,1.008625,0.999,0.998,0.9725,1.0095,1.001,1.013,0.9994737,0.97875,1.010125,1.003636,0.9974445
Cons-NonCyc,VMI,1.002804,146.3304,1.0096,1.023687,0.9769231,0.997,0.9888,1.0155,1.009182,0.9999334,0.9827273,1.010133,1.019167,1.001
Services,VNO,0.9996579,75.31842,1.006,0.987,1.009444,1.010625,0.967,1.026333,0.9931667,0.9942857,1.00495,1.014474,0.9966154,0.986
Insurance,VRSK,1.00756,61.74201,1.00875,1.0554,1.00305,0.9915556,0.993,1.013546,1.022333,0.99525,1.007235,0.9981905,1.0073,0.9951111
Transp,WAB,1.00915,78.30621,1.017333,1.011333,1.00425,1.008,1.013692,0.9971111,1.018667,1.008077,1.023333,1.012286,0.9931667,1.002556
Tech,WDC,1.017941,61.89507,0.999,1.02925,1.015667,1.018111,1.022357,1.017143,1.014,0.9884616,1.0198,1.009,1.0385,1.044
Utilities,WEC,1.001954,41.3163,1.0106,1.010571,1.011,1.0091,0.985,0.9976,1.019429,0.9734286,1.0072,1.015286,0.9945714,0.9896667
Energy,WHX,1.027874,5.545522,1.051444,1.0605,1.061,0.9754667,1.1225,0.9571429,1.0716,1.042714,1.051,1.024417,0.8635,1.0532
Insurance,WLP,1.005055,79.09595,1.023455,0.9811111,1.038,1.015111,1.000727,1.0176,1.0104,0.992,0.972,1.000857,1.0234,0.986
Energy,WLT,0.9885338,19.13548,1.00375,0.935,0.9186667,0.9379091,0.997375,0.9105715,1.018,1.094,0.946,1.068667,1.036667,0.9958
Utilities,WR,1.003921,31.78442,1.015,1.004,1.016,1.0023,0.9775,1.005062,1.0284,0.9771667,0.9988571,1.018714,0.99825,1.0058
Cons-NonCyc,WRLD,1.005112,86.51104,1.01275,1.0003,0.9795,1.012455,1.007,0.9562,1.0215,1.01,1.049,0.9941667,1.010375,1.0081
Cons-Cyc,WSM,1.003455,54.05721,0.99,1.01,0.977,1.019111,0.9925714,1.0385,1.018222,0.9818421,0.998875,0.985,1.034083,0.99625
Services,WYNN,1.009035,144.5845,1.006588,1.006,0.9685,1.025375,1.006,0.9895715,1.029143,1.006222,1.0174,0.9945,1.023,1.036125
Utilities,XEL,1.001073,28.67137,1.011333,1,1.007571,1.010235,0.9832308,0.9945294,1.014214,0.9837647,1.000818,1.013875,0.990875,1.002429
SemiCond,XLNX,1.002737,41.80614,1.015,0.995,0.9843333,1.001,1.012625,1.003333,1.016455,0.9946667,1.0101,0.9937143,0.9896154,1.017
Services,YELP,1.036578,43.38797,1.049667,1.049,1.0285,1.019714,0.9858333,1.046125,1.1206,1.03,1.0385,1,1.031,1.04
