Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
Services,HCN,0.9968805,57.4628,1.0158,0.985,0.9965,1.017,0.9786667,1.0006,1,0.9941428,0.9996667,0.9998571,0.9826667,0.9926667
ETFs,HCP,1.002156,43.0307,1.006,0.99075,0.9994286,1.004,0.9922353,1.02545,1.009,1.005833,1,0.994,0.995625,1.003556
Banks,HIW,1.001243,32.9948,1.004,0.9795,1.009,0.9955,0.984,1.0175,0.9957143,1.007,1.008375,1.003667,0.9994546,1.0112
Energy,HNR,0.976746,7.769246,1.032286,0.9973333,0.928,0.898,1.007667,0.9696667,1.011,0.959,0.982,0.96825,0.9815,0.98625
Insurance,HNT,1.018544,28.77547,1.0575,1.0198,1.017,0.989,0.989375,0.936,0.9928572,1.082,0.988,1.0015,1.1335,1.016
Cons-Cyc,HOG,1.004716,46.65187,1.013333,1.006,1.011,1.027667,0.9664,1.03375,0.9691429,0.9886667,0.97825,1.030125,1.023143,1.009111
Tech,HPQ,0.9881037,20.13619,1.01675,0.941,1.0035,0.984,0.938,0.986,0.9757143,1.01,0.9987143,1.0039,0.9806666,1.019
Transp,HTLD,1.004297,13.93147,1.0174,0.9905385,1.012333,0.9994,0.9975,1.0436,0.9925714,1.003333,1.005357,1.005636,0.9945,0.9894
Cons-Cyc,IAU,1.000904,16.28963,1.0202,0.998,0.9953333,0.9980714,0.9986666,1.004111,0.991,1.021214,1.010222,0.9903333,0.9922,0.9915
Cons-Cyc,ICON,1.011205,18.26056,1.06425,0.9748,0.9948889,0.988,1.009267,1.0352,1.003364,1.0372,1.004375,1.01075,0.9882857,1.024083
Semicond,INTC,0.996955,24.85312,1.018,1.001333,1.003,0.995375,0.9802857,1.030778,0.9761,0.9804286,0.9898889,0.9960715,0.9718,1.0204
Utilities,ITC,0.9968207,74.21273,0.997,0.986,0.9994,0.9881538,0.98545,0.9942308,1.0082,0.99675,1.015,1.000538,0.991,1.000125
Health,IVR,1.013261,18.63841,1.026308,1.0285,0.99925,1.001,0.996875,1.019636,1.014539,1.011769,0.97925,1.006,1.084,0.992
Services,IWV,1.000164,81.92851,1.011812,1.003353,1.005864,0.9970625,0.97975,0.97,1.006,1.0125,1.0065,0.992,1.013625,1.0035
Cons-Cyc,JAKK,0.9987803,15.48868,1.01925,1.03275,0.986,1.01875,1.0118,0.9655833,0.9813333,1.008333,0.9823333,0.982,0.9932308,1.004
Transp,JBHT,1.011031,55.32409,1.031,1.003,1.013,0.9995714,0.9775454,1.042625,0.9850909,1.006667,1.011,1.042125,0.99975,1.021
Transp,JBLU,1.007344,5.261514,1.025333,0.959625,0.9786667,0.962,1.137,1.024,0.9795,0.995,0.983,1.015,1.007,1.022
Cons-Cyc,JCI,0.9985478,29.34166,0.9731429,0.9981334,0.9836667,0.9802,1.01,0.9526666,0.9896666,1.005615,1.029857,0.9986666,1.025333,1.035625
Banks,JOY,0.9972925,65.38799,1.0304,0.9810909,0.9699166,0.94325,0.9705555,1.03025,0.9812222,0.991125,1.0647,1.020667,0.9486667,1.035667
Services,KBH,1.015658,11.49305,1.096235,1.029539,1.033125,0.9911818,0.874,1.0542,0.97075,1.07175,1.057,1.028111,1.000667,0.9813333
InvServ,KKR,1.000893,13.93947,1.0155,0.9844615,1.006333,0.969,0.981125,1.03,1.040333,1.001,0.991,1.012167,0.9773,1.0025
Util,KMP,0.9987919,82.59053,1.0095,1.008625,0.9824,1.0006,0.9645,0.9905,1.013333,1.000778,0.982,0.984,0.9976,1.051667
Insurance,KMPR,0.9996715,30.15971,1.016,1.009625,1.012,0.98,0.963,1.0298,1.0055,0.9893333,0.988,1,0.997,1.0058
Transp,KNX,0.9951785,15.92383,0.987,0.997,0.9966667,0.987,0.981625,1.01275,0.9856,0.972,0.9935,1.014,0.985,1.03
Transp,KSU,0.9980718,74.18607,0.97775,1.015,0.9855,1.0055,0.9823636,1.0082,1.018286,1.006,0.9666667,1.014429,0.9681666,1.029
Insurance,L,1.001845,40.08759,1.005111,1.009143,1.009214,0.9973333,0.954,1.029667,0.9855,1.004,1.01,1.006,1.009333,1.002833
Services,LAMR,1.00407,32.84105,1.012846,0.9775,1.00675,0.9646,1.008667,1.0202,0.9996,1,1.057182,1.018,0.9974999,0.986
Energy,LGCY,0.989049,27.25208,0.996,0.99,0.9965,0.9882,0.9566667,0.99,0.99875,1.009429,1.005,0.9879,0.9735714,0.9765714
Energy,LINE,1.000247,38.61821,0.965,1.0194,1.003231,1.007267,0.973,1.024125,1.008,1.0024,1.011875,0.983,1.011,0.9946666
Cons-NonCyc,LO,0.9956278,123.8318,0.9826,1.009111,1.0095,1.000375,0.976,1.027556,0.9795,0.978,0.9776,0.986,1.028091,0.9932
Services,LSI,1.008265,7.406702,1.04,1.023667,1.007571,0.9746667,0.9387,1.019,1.042917,1.020545,0.982,0.9801111,0.994,1.076
Transp,LSTR,1.000962,51.62002,1.022,1.0098,1.013353,0.9884444,0.98975,0.9833333,1.00325,0.972875,0.985375,1.017,0.9905,1.035857
Services,LULU,0.9980258,68.50157,1.03975,1.007875,1.015733,0.9736,0.961625,0.9625,0.9907143,1.038222,1.031111,0.9935,0.97525,0.9864286
Services,LVS,0.9970626,47.54753,1.037,0.9953334,1.01025,1.0265,0.923,0.9915,0.9551429,1.037071,1.016111,0.9742,1.015143,0.9835
Basiclnd,MCP,0.9862301,19.01273,0.95375,0.9586667,1.057857,0.9165,0.996,0.954,0.9605,0.9855714,0.9243333,0.9684286,1.157,1.002154
Utilities,MDU,1.000883,21.79001,1.002833,1.001667,1.0054,1.00575,0.98875,1.0218,0.9956,0.9916,0.9963846,0.9940588,0.99775,1.009
Tech,MELI,0.9755045,83.70189,1.0478,0.9734285,0.993,0.9355,0.8672,1.089,0.903,0.983875,0.912,0.98275,1.0195,0.999
Insurance,MET,0.9957194,34.02131,1.011667,1.00025,0.99475,0.9893333,0.9302,1.016,1.021667,0.9968333,0.987,0.98,1.0056,1.015333
Energy,MHR,1.006987,4.854188,1.007818,1.0471,1.0306,0.9518571,0.985,1.0008,0.9900909,1.0577,0.9603333,0.98425,1.0505,1.0178
Energy,MILL,1.016389,4.317907,1.153,1.032167,0.9866667,1.0418,0.995,1.050083,0.9705,1.056556,1.019833,0.9864,0.948,0.9566666
Transp,MINI,0.9961132,17.8978,1.01,0.9803333,0.9902,0.9495,0.9505,1.065333,1.0025,1.0225,0.9941111,1.000667,0.987,1.000714
Cons-NonCyc,MJN,0.997342,75.28764,1.0162,1.003,1.012846,0.995,0.9848889,0.9982353,0.9733571,1.005389,0.9891875,0.9755,1.002643,1.011857
Semicond,MLNX,1.013052,70.00938,1.044375,0.9873333,1.018556,1.0956,0.991,1.0511,1.158333,1.003417,0.9773125,0.9497647,0.9628333,0.917
Insurance,MMC,1.004122,33.16213,1.0145,0.9964117,1.00375,1.000818,0.99975,1.002,1.01075,1.004087,1.002895,1.006846,1.005389,1.002267
Cons-NonCyc,MMM,1.005001,89.43192,1.031,1.005286,0.995,1.011909,0.9908571,1.0238,1.0085,1.004143,1.005583,0.9805,1.001429,1.002
Cons-NonCyc,MO,1.00205,32.49593,0.9985715,1.012167,1.026,1.002,0.999,1.009,0.99625,0.9705,0.9910001,0.9916667,1.0295,0.9989412
Health,MOH,1.020497,26.85937,1.081,0.97,0.9784167,1.030833,0.9798334,1.048143,1.071143,1.006118,1.004583,1.072333,1.015444,0.9881176
Energy,MRO,0.9976344,29.18624,0.9942501,0.9656667,0.971,0.9722,0.98625,1.007,1.0061,1.0106,1.023286,0.9977143,0.9945455,1.043
Semicond,MU,0.9982138,6.664961,1.032615,0.984,0.9674,0.923,0.95,1.008,1.02375,1.028,1.014,1.028,1.0368,0.983
Energy,MWE,0.9995719,53.79716,1.0082,1.002286,0.9736,0.989,1.027,0.9576666,1.0295,1.0185,1.007111,0.996,0.966,1.02
Transp,NAT,0.9907386,12.08967,1.0394,0.974,0.9915714,0.9847,0.9765385,0.9721667,0.9903333,1.06175,0.9738333,0.9756,0.9596364,0.9893333
Utilities,NFG,1.004254,49.72639,0.9908182,1.02775,0.9795,1.01,0.9794,0.9960001,1.004667,1.01275,1.005,1.006167,1.0345,1.0045
Services,NFLX,1.003477,82.85616,1.071167,0.9992857,1.029692,0.922353,0.982625,0.9973,0.9774,1.052167,0.994,0.9894,1.035833,0.9905
Services,NSL,1.004476,7.226336,1.0255,1.0065,1.00825,1.00925,0.9923,1.017,0.993,0.9983333,1.006,0.9943333,1.00825,0.995
Tech,NTAP,1.000686,35.08752,1.088,0.9896,1.0131,0.94175,0.983625,1.0054,1.029667,1.021778,0.9748182,0.942,1.029,0.9895
InvServ,NTRS,1.005753,46.04493,1.009077,1.006364,1.016539,0.997,0.9815,1.032067,0.994,1.016889,1.0305,0.9835,0.967,1.0346
Semicond,NVDA,0.9975883,13.60227,1.013333,0.9771667,0.99975,0.976,0.9663333,1.0285,0.9993333,1.013375,0.995,0.9961429,0.981125,1.025
ETFs,OHI,1.002707,22.27692,1.011,0.9857778,0.9992,1.038,0.9916,1.008545,1.017182,1.00625,0.9928,0.9856,0.9806667,1.015857
Utilities,OKE,1.000772,59.58226,0.9816667,1.009375,0.993,0.998,0.9868889,1.018375,1.015,1.006857,1.014571,0.9783334,0.9944,1.0128
Energy,OXY,1.001656,88.02834,1.035,1.004667,0.9703333,0.99175,1.003583,1.027778,1.003667,0.9999,1.01325,0.9857647,0.9858462,0.9983333
Cons-Cyc,PANL,0.9931448,35.48942,1.063437,0.9505556,0.9797273,1.021071,0.9187857,1.0506,0.9417,1.0415,0.993125,0.9437143,0.9970667,1.016455
Banks,PBCT,1.00437,12.28541,1.011667,1.003143,1.023286,0.947,0.979,1.02675,0.9901,1.011833,1.012,0.9886667,1.0235,1.0355
Energy,PBT,0.9996661,17.74264,1.0055,1.087,0.9908,0.9846,0.9683333,1.033,0.9988571,0.945,1.0282,0.97075,1.006667,0.9772857
Services,PCLN,1.002034,632.6801,1.027417,1.037846,1.009333,1.0046,0.9705715,1.007,0.9714167,0.9930556,1.020333,1.027583,1.006105,0.9491429
Basiclnd,PCP,1.003232,169.6513,1.006333,0.993,1.006571,1.012333,0.9822105,1.000722,0.9866428,1.006818,1.005067,1.016615,1.010737,1.011737
Insurance,PGR,0.999275,21.05627,1.015769,1.004556,1.01245,0.9523333,0.9896666,0.9925833,0.9895715,0.9976364,1.038333,1.001,1.0014,0.996
Cons-Cyc,PII,1.014052,76.37748,1.0498,1.002125,0.9936,1.1035,0.95975,0.9973333,1.0028,1.00925,1.042714,1.00575,0.976,1.026
Cons-NonCyc,PM,1.004309,86.48407,0.9747143,1.0247,1.011333,1.015143,0.9921666,1.036857,1.008421,0.9931579,1.006688,0.9861579,1.009158,0.9932106
Banks,PNFP,1.013911,18.61522,1.026143,0.9938182,1.016214,1.026571,0.9791428,1.044,1.0032,0.9935555,0.9978572,1.05,1.021,1.015429
Utilities,PNY,0.9965441,31.49061,1.007,0.995,0.9995,0.9896666,1,1.009667,0.998,1.000125,1.006571,0.962,0.987,1.004
Utilities,POM,1.003188,19.37308,1.004,1.005,0.985875,1.0116,1.0035,1.01,1.004286,0.9991429,0.9931428,1.01,1.009375,1.002333
Basiclnd,POT,1.004602,42.84667,1.042667,1.048,0.9725,0.963,0.9851428,1.0665,0.9956667,1.009,0.99375,0.99,0.96,1.029
Insurance,PRI,1.000514,26.81203,1.011667,0.9984,1.0055,0.979,1.0054,1.0265,0.9965,0.9955,0.9775,0.98225,1.002867,1.025083
Insurance,PRU,1.004604,55.04165,1.034,1.005889,1.012,0.9903333,0.949125,0.9980909,1.046455,1.022778,0.9930714,1.003105,0.976,1.0244
Cons-NonCyc,PVR,0.9956145,24.78947,1.027,0.99375,0.9812,0.9953334,0.97,1.004,1.0024,0.9935384,1.007875,0.9858,0.9727,1.013778
Energy,PWE,0.9895912,15.39799,1.008,0.9867,0.9606,0.9894546,0.97275,1.006,1.000167,1.0099,0.9815714,0.9572857,0.9686667,1.034
Energy,PXD,1.004266,101.6223,1.019875,1.013833,1.011375,1.011833,0.9816363,0.9839444,1.012143,1.019625,0.967,1.014923,0.9875,1.0275
ETFs,REG,1.005925,45.85737,1.026,1.0005,1.003,1.027,1.013167,1.0224,0.99725,0.9833333,1.003,1.009111,0.9893333,0.997
Energy,RES,1.005422,13.04289,0.982,1.028,0.952,1.046667,1.049167,1.037,1.055727,0.92975,0.985,1.0025,0.979,1.01825
Insurance,RGA,1.005565,54.97371,1.028125,0.999,1.0136,0.9875,0.995,1.017333,1.0111,1.015333,1.001333,0.9983,0.98225,1.0179
Basiclnd,RGLD,1.010532,77.05089,0.9686667,0.978,1.043,0.9755,1.067125,1.01675,1.0122,1.046286,1.037833,0.9934,0.985625,1.002
Cons-Cyc,RGR,0.9982064,45.92278,1.069,1.0195,1.0495,0.9763333,0.9393333,1.0035,1.024867,0.9794,0.9918,1.000875,1.036368,0.888
Cons-Cyc,RL,0.994027,157.057,1.042,1.0085,0.997625,0.9814,0.9755,0.967,0.9900833,1.0175,0.996125,0.9980909,0.9675,0.987
Semicond,RMBS,1.020562,5.674381,1.12,0.9747143,1.0054,0.9877143,1.057,0.9857143,1.0366,1.0578,0.959,0.9625,1.0353,1.065
Banks,RY,1.003685,55.45211,1.0028,1.0185,0.9723333,1.002,0.97275,1.031,0.977,1.032,1.0225,0.99425,1.009,1.010091
Cons-NonCyc,SAM,1.018272,108.906,1.0025,1.027,1.046143,1.0155,0.9985,1.033182,0.9860833,1.005333,0.9963334,1.006286,1.012,1.0904
Transp,SAVE,1.000643,18.73473,0.9973333,0.9798333,1.014,1.009091,0.9755,1.061,0.9634445,0.98475,1.0028,1.0025,0.9968,1.020667
Transp,SB,0.9993876,5.917178,1.024625,1.06,0.9925556,1.000917,0.9926875,1.005333,0.9835,0.9856667,0.9915,0.9853333,0.9642,1.006333
Services,SBUX,1.000424,50.74411,1.009667,1.009,1.032182,1.003,0.9783334,0.9666666,0.976,1.029,0.9945,1.003235,0.9995,1.004
Utilities,SCG,1.002068,46.60723,1.013,0.986,0.9836667,1.02225,1.011143,1.0215,0.9955,0.99325,0.9926,1.01,0.9921111,1.0038
Cons-Cyc,SCSS,0.9856982,27.1733,1.054083,1.012571,1.017333,0.931,0.705,1.0282,1.081333,1.012333,1.035857,0.98725,0.9694167,0.994
Energy,SD,0.9821805,6.99332,0.954,1.0715,1.033667,0.948,0.976,0.9105,0.9923333,0.996,0.951,1.0055,0.9266667,1.021
Energy,SDT,0.9915397,26.09796,1.037,0.97775,0.9731429,1.018786,0.9986923,0.9716667,1.013875,0.9949,0.9696,0.9503636,1.0004,0.9923
Insurance,SFG,0.9978052,35.46344,1.006333,1.007,1.045,0.996,0.968,1.028,0.888,1.0175,1.0034,1.013846,0.9823333,1.01825
Transp,SFL,1.011577,14.60421,1.064167,1.028143,1.023333,0.983375,1.043636,0.979,0.9846666,1.0155,0.9816667,1.0135,1.029143,0.9928
Transp,SKYW,1.000572,10.16635,1.035,0.9214,0.994,0.97375,0.9217857,1.001833,1.003429,1.033455,1.057333,1.011385,1.02,1.0335
Insurance,SLF,1.010369,23.1835,1.021,1.03075,1.011889,1.004118,0.9698182,1.02319,0.9985333,1.0268,1.00825,1.0084,1.022143,0.9995385
