Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
Cons-NonCyc,DMND,1.013776,19.64862,1.006769,1.0456,0.97175,0.998,1.0585,1.139125,0.998,0.9961666,0.9572857,1.013,0.9921111,0.989
BasicInd,DOW,1.002499,35.96843,0.9918947,0.991,0.9887647,1.009571,0.9972941,0.9874,1.0292,1.007917,1.012818,0.9814546,0.9967857,1.035882
Util,DPM,1.008508,48.13952,1.036125,0.9824286,1.035,1.0122,0.9995,1.078625,0.9748333,0.9987778,0.9935,0.9964445,0.9956667,0.999
Util,DYN,1.001545,21.28876,1.000143,0.9967778,1.037857,0.9854286,1.003769,0.9660833,0.9846,1.004,1.006111,1.005667,1.018182,1.009917
Transp,ECHO,0.9986119,19.74343,1.0124,1.05,1.03925,0.9296666,0.992625,1.0155,1.049917,0.9948182,0.9865,0.918,0.9966667,0.998
Energy,EGY,0.9893513,6.578427,0.985,0.9563333,0.9688,0.983,0.9465,1.06,0.9958,0.9887778,0.9841429,0.97175,1.005,1.027111
Util,EIX,1.001438,47.94126,1.015714,1.028,1.0052,1.0165,0.9711334,0.9875,1.0234,0.984,0.985,1.015667,0.9824286,1.002714
Tech,EMC,0.9991654,24.52025,1.005,0.9951429,0.9745,0.9962308,1.016188,0.9958947,1.022333,1.0045,0.9865,0.9850953,1.0006,1.008
SemiCond,EMKR,0.9785219,4.75893,1.069824,0.9876,0.9724666,0.9626667,0.828,1.001556,1.0325,0.94025,0.9804,1.021,0.9573333,0.9886667
Health,ENDP,1.01066,41.64216,1.030333,0.9625714,0.991,1.00925,1.027,1.014,1.00825,1.044333,1.016818,1.008714,1.02625,0.9894
SemiCond,ENPH,1.009529,6.70979,1.015111,1.073,1.024333,1.014667,1.008467,1.08025,0.9733846,0.962,1.02325,1.033,0.9338889,0.973
Energy,EOG,1.008731,146.1991,1.0245,1.01925,1.012833,1.028,1.019923,1.009429,1.018,0.985,1.014333,1.0105,0.9691666,0.9938333
Energy,EOX,1.000731,6.917241,1.0664,0.968,1.012417,1.018,0.99,1.025778,1.011,0.9696667,1.002333,0.983,0.9724,0.9897778
Util,EPD,1.011316,59.37043,1.023,1.017143,1.0225,1.0102,0.967,1.011071,1.013,0.9952727,1.0056,1.025667,1.011333,1.034
Energy,ERII,1.03206,4.722097,0.988375,1.101667,0.998,1.167,1.0425,1.002222,1.0108,1.0335,1.056333,0.9708125,1.000889,1.012625
Util,ETP,1.008021,50.50072,1.009083,1.012,1.019667,0.9971875,1.006579,1.011947,1.013,1.000545,1.005538,1.002,1.007375,1.011333
Double Diamond,EXP,0.9902881,69.27709,1.001,0.892,0.985,1.019333,0.9783333,0.9833333,0.9929333,0.9895,1.025857,1.010667,1.005,1.0005
Services,EXPE,1.006311,58.90134,1.0284,1.006,0.985,1.031833,0.99675,1.0335,0.9441,0.976,1.016,1.01475,1.0304,1.013
Cons-Cyc,F,1.004609,15.33047,0.9981579,0.9925,0.9965,1.0304,1.04225,1.009923,1.010077,1.008176,0.99865,1.00175,0.9937273,0.9732
Tech,FB,1.008198,35.55803,0.9914545,0.9896,0.9748333,1.003429,0.9607895,1.009647,1.099533,1.008692,1.032,0.9737778,0.9958333,1.058786
Banks,FBC,0.9962684,15.12673,0.9550833,0.963375,1.026333,0.9865,0.9946667,1.0305,1.01,0.960375,1.006375,0.9898,1.011667,1.020545
Banks,FBP,1.012927,6.197842,1.037,1.0508,1.000286,1.021333,1.013364,1.031273,1.022455,1.008667,0.9652778,1.001375,1.031125,0.9721667
Banks,FCF,1.004765,7.70513,0.992,1.031,0.97675,1.004,0.9843333,1.033,0.988,0.9926667,1.000429,1.0395,1.0135,1.002
Cons-Cyc,FDML,1.024994,13.03243,1.0422,0.933,0.9555,1.118833,1.034778,1.0068,1.152083,0.987,1.0084,1.093833,0.9675,1
Transp,FDX,1.011054,110.7847,1.021333,0.994,0.9897143,0.9985555,1.025,1.005111,1.034667,0.9975384,1.016833,1.036,1.00975,1.00415
Cons-NonCyc,FHCO,1.003145,8.566504,0.996,0.9985,0.98975,1.0362,1.0549,0.9945,0.981,0.977,1.01675,1.005333,0.9885,0.9993077
Banks,FMBI,1.009669,14.59057,1,1.003222,1.014176,0.9968462,1.003737,1.010273,1.019619,0.9907059,1.003917,1.026,1.0252,1.022333
SemiCond,FORM,1.015957,5.815399,1.02125,1.03275,1.012,1.049167,1.0723,1.024786,1.014667,1.045,1.000857,0.901375,0.9908333,1.0265
Banks,FRC,1.005755,42.604,1.018667,1.006667,1.0036,0.9994546,1.001143,1.0056,1.0376,1.031667,1.01,0.971,0.994,0.9896667
SemiCond,FSL,1.011117,15.18253,1.144714,1.039375,0.9685714,1.029429,1.022083,0.9216666,0.99275,0.9928125,1.013947,1.011143,0.9843077,1.0126
Health,FVE,1.003799,5.541208,1.007,1.045917,0.9997059,0.9436471,1.026118,1.021,1.0133,0.9875,0.9987143,1.0074,0.9718571,1.023429
InvServ,FXCM,1.02046,15.70981,1.056375,0.9968,1.0248,1.0605,1.014308,1.034158,1.01275,1.05,0.9925,0.9483333,1.017,1.038
Energy,FXEN,0.9848788,3.57098,0.9876667,0.979,0.94825,0.9382857,1.0113,0.924,1.07425,0.9827778,0.9741667,1.001875,0.9683077,1.028667
ETFs,GAIN,1.000796,7.340931,1.008455,1.0064,0.9863333,1.0028,1.000364,0.99885,1.004231,0.98175,0.9901111,1.000923,1.015,1.014333
ETFs,GCAP,0.9991027,7.062888,0.966,0.9968572,1.016333,0.9472727,1.038059,1.033429,1.004778,1.035923,1.089154,0.9777273,0.9302,0.9535
Banks,GDOT,1.013058,19.93437,1.025,1.015533,1.033818,1.019625,0.9924,1.025727,1.074455,1.025636,1.021455,0.924,0.9708,1.02825
InvServ,GFIG,1.005117,3.780319,1.025333,0.9688572,1.0117,1.0415,1.005632,0.9852,1.008263,1.009067,0.975625,0.9892,1.034667,1.006364
Insurance,GNW,1.016749,11.80883,1.055429,1.011421,1.010214,1.02495,1.002,1.0294,1.0225,0.9891579,1.0115,1.023182,1.014357,1.006882
BasicInd,GSM,1.005174,14.378,0.9933333,0.9680001,0.9815,1.0032,0.99,0.9848462,1.020813,1.0368,1.0586,1.029667,0.9743333,1.021
SemiCond,GTAT,1.005899,5.586426,0.970875,0.90475,1.022,1.020353,1.050313,0.9218,1.050833,1.061091,1.087,1.0587,1.003077,0.92
Transp,GWR,1.001785,90.46404,1.00125,1.002,0.962,1.029286,1.034,1.009833,0.998,1.0035,0.9882,1.022182,0.9846666,0.9865
Energy,GY,1.014163,14.95157,1.035,1.0395,1.025,0.998,0.981,1.0465,1.005091,0.981,1.02575,0.99225,1.029667,1.0112
Transp,HA,1.001374,6.95642,0.9147273,0.985875,0.9715,1.022769,1.015944,1.004333,1.062091,0.9991,1.008687,1.020833,0.968,1.042625
Banks,HAFC,1.005371,17.21159,1.029143,1.004,0.9728,1.0158,1.008,1.029333,0.9985,0.9755715,1.003,1.008667,1.003,1.016643
Insurance,HCI,1.010903,33.56241,0.9984546,1.015714,1.044,1.009,1.025,0.9865,1.047,0.9758334,1.024714,1.003286,1.034,0.9673333
Double Diamond,HCLP,1.027708,23.60337,1.03,1.0261,1.014214,0.9862728,1.060357,1.006889,0.9925,1.042,1.06225,1.073778,0.9963334,1.0418
Services,HHS,1.002407,8.22582,1.0422,0.9836,0.99275,1.015,1.030545,1.007429,1.0179,0.955,1.002733,1.027125,0.959,0.9956
Cons-Cyc,HLF,1.031349,54.85428,1.016316,1.0326,0.9931667,1.056167,0.9955714,1.063125,1.132,1.00475,1.020833,0.9876364,1.038778,1.03525
Insurance,HMN,1.018525,24.80394,1.013222,0.9895294,1.006462,1.0123,1.015,1.01675,1.026,0.978375,1.016667,1.065,1.056,1.027
Energy,HNR,0.9886348,4.914272,0.973375,1.0098,0.8485556,0.996125,1.0215,1.050333,1.077,0.9578571,0.996,0.996,0.878,1.059071
Insurance,HNT,1.008184,29.93069,1.025727,0.9853333,1.025474,1.008591,1.013235,1.016692,1.007857,1.0065,1.0286,0.9802,1.024,0.976
Tech,HPQ,1.015843,22.98748,1.075,1.0676,1.017571,0.9825556,1.0254,1.009471,1.0128,0.9481539,0.9873889,1.04035,1.020158,1.003667
ETFs,HRG,1.008263,9.238873,1.021312,1.005312,0.9903158,1.030895,0.9849091,0.97535,1.018737,1.034222,1.018588,1.008143,1.022368,0.989
BasicInd,HSC,1.003513,24.89757,1.012462,1.010833,1.001647,0.9778572,1.017167,1.028,1.0302,0.948,0.9802222,1.037769,0.9844444,1.013556
Services,HST,1.007746,17.45098,1,1.001947,1.0111,1.014318,0.9869524,0.967,1.024429,1.053,0.996,0.9932,0.99,1.055
ETFs,HTGC,1.006144,14.11798,1.017286,1.003,1.01,1.027889,1.007765,1.004158,1.0031,1.0052,1.012,0.973,1.019,0.9913334
Banks,HTH,1.021346,16.71367,1.019,0.9649166,1.021813,1.008533,1.072667,1.057,1.014333,1.0013,1.0186,0.9806,1.087824,1.009571
BasicInd,HUN,1.017544,19.49372,1.0221,1.089571,0.9867647,1.0185,1.000167,0.9793889,1.014333,1.004,1.0605,1.018,1.003,1.0142
Insurance,HW,1.008143,9.63067,1.053,1.064333,0.932,1.048333,0.96975,1.02725,0.9798334,0.9923334,0.9958823,0.9925,1.0555,0.987
Health,HWAY,1.012369,14.23663,1.0038,1.0605,0.971,1.0505,0.9984,0.9765,1.028,1.073,0.9964,0.908,1.084,0.9983333
SemiCond,IDTI,1.010542,8.505366,1.007667,0.9759333,1.021059,0.9972857,1.016375,1.005833,0.998,1.0106,1.001818,1.016429,1.0455,1.03
SemiCond,IMOS,1.005416,16.13129,0.9545,0.987,1.026867,1.045526,1.049062,1.034444,0.950375,1.0034,1.024,0.982,1.059572,0.94825
ETFs,INN,0.999625,9.49213,0.991,1.002,0.9915,1.006,0.982375,0.9980834,1.014667,1.005364,0.9964285,1.001333,0.9983333,1.008417
SemiCond,IPG,1.005365,15.01043,0.997,1.033,0.97,1.0225,0.9944444,1.022,1.028706,1.010667,1.013333,0.9704,1,1.002333
SemiCond,IPHI,1.014642,11.21351,1.042571,1.050889,0.9886,1.076167,0.993125,0.9803333,1.007833,1.031133,1.003444,1.00025,0.966,1.035364
Banks,ISBC,1.001202,21.03946,0.9952,0.994,0.984,1.012545,1.0058,1.037,1.00775,0.959,1.018,0.9918,1.011,0.9983333
SemiCond,ISIL,1.002138,9.314888,1.000533,1.0205,0.986,0.9683334,1.0174,1.004833,1.05725,1.007,1.00475,0.9878,0.97625,0.995
InvServ,ITG,1.022283,14.69526,1.0325,1.049,0.9748572,1.039333,1.032,1.011833,1.0525,1.0115,0.965875,1.027,1.021,1.05
Transp,JBLU,1.012296,6.913142,0.9994286,1.016769,0.99375,1.027222,0.97375,1.0065,0.9906154,1,1.009214,1.045167,1.08225,1.002889
Banks,JPM,1.009996,52.05962,1.0215,1.0095,0.995,1.009667,1.029909,1.00875,1.0023,0.9811111,0.999,1.015,1.0355,1.012714
Util,KMP,0.999477,83.86651,1.0045,0.9918572,1.0065,0.9905,0.9910769,1.005357,1.005667,0.9755,1.0084,0.9972,1.003167,1.014
SemiCond,KOPN,1.000655,3.594201,0.9927333,0.97325,1.012091,0.9685454,1.026889,1.009143,0.9938333,0.975625,1.0025,0.974,1.014125,1.065125
BasicInd,KS,1.026366,38.40904,1.0128,1.043333,0.9903637,1.007571,1.017375,1.1095,1.009333,1.010143,1.0304,1.052,1.024571,1.009
Transp,LCC,1.017047,17.71484,1.022143,1.009059,1.028765,1.019762,1.007222,0.9929444,1.034947,0.96475,1.058,1.040091,1.026875,1
Cons-Cyc,LEG,1.003962,30.80796,1.016556,1.0272,1.018,0.9885,1.001,0.9713333,1.01375,0.9866,1.003,1.008533,1.001769,1.0113
Cons-Cyc,LF,1.014229,9.207889,1.0255,1.002375,1.0095,0.9956667,1.047545,1.02575,1.041857,0.973,1.0135,1.0135,1.033556,0.989
Util,LG,1.001899,44.37018,1.017429,1.0042,1.021333,1.022786,0.9947143,0.9948,0.9923333,0.9898,1.008273,1.008625,0.984,0.9845
Services,LIOX,1.009828,3.942384,0.9896,0.967,0.9525,0.9792857,1.103,0.99075,1.042583,0.9915,1.00225,1.095667,0.9988,1.005
BasicInd,LIWA,0.9985133,5.242882,1.02125,1.003917,1.01,1.001714,0.9226667,0.9756429,0.9937,0.9708,1.017,1.076444,0.979625,1.0094
InvServ,LM,1.008525,33.60408,0.9904444,1.040333,1.01425,1.010476,1.019154,0.977,1.023778,0.9854,0.9979231,1.020222,1.004818,1.0185
Insurance,LNC,1.013111,39.00608,1.0165,1.023667,0.9826667,1.0178,1.020187,1.0249,1.036667,0.9995714,0.974625,1.02625,1.032,1.0025
Energy,LNCO,0.9941375,33.89034,1.027,1.024,1.006,0.968,0.982,0.91975,1.039,0.9955,0.9268,1.006,1.0026,1.033
BasicInd,LNDC,1.005823,12.84469,0.9722222,1.005143,1.057,0.98825,1.017333,1.004714,1.058,0.972625,0.957,1.002,1.01625,1.019333
Services,LPI,1.01683,22.90836,1.061,0.9616,0.9525,1.007,1.0365,1.028,1.047,0.9938571,1.0725,1,1.025,1.017
Cons-NonCyc,LPX,1.019369,18.14172,0.998,1.068667,1.042,0.9860833,1.0508,0.98325,1.048222,1.0535,1.021,0.9295,1.006571,1.044833
SemiCond,LSCC,1.001746,5.019721,1.038714,0.902,1.004,0.9858181,1.01475,1.034333,0.987,0.995,0.9936666,1.045667,1.02,1
Tech,LTXC,1.023946,6.194143,1.003,0.98,1.016,1.0105,1.03,1.002571,0.9657692,1.15275,1.064111,1.006455,1.012,1.0442
Insurance,MBI,1.017105,11.74508,1.0265,1.199375,0.9343333,1.021167,1.119,1.005118,1.000125,0.9762,0.9595385,1.026333,0.989,0.9485714
ETFs,MCGC,0.9930789,4.871778,1.01775,0.981,0.9970769,0.98525,0.989,1.012611,1.000437,0.9808235,0.9964,0.9831111,0.9881111,0.985375
Insurance,MET,1.004285,44.50056,1.0149,0.9706666,0.9968235,1.020333,1.0265,1.016389,1.012895,0.9904,0.9926667,0.9999091,1.0106,0.9993333
Insurance,MFC,1.011752,16.44504,1.0045,1.0405,0.9895555,1.025867,1.033,1.012333,0.9935715,0.9936364,1.000125,1.0244,1.0152,1.008333
Insurance,MHLD,1.003928,11.30294,1.020111,1.001333,1.005437,1.002,0.9996428,1.021895,1.016667,1.0158,0.9803637,0.9791,1.016167,0.988625
Insurance,MIG,1.011768,7.105211,1.013429,1.0575,1.005,1.0245,1.0026,1.022111,0.9691111,1.0081,1.019438,1.012067,1.0198,0.9875556
Transp,MINI,1.016631,31.86607,1.0384,1.03175,1.036,1.048,0.9904,0.9913636,0.9996,0.9822222,1.0365,1.028,1.012333,1.005
Services,MNR,0.9982645,9.924262,1.002667,0.984,0.974,0.9983333,1.028,1.000857,1.0034,0.999,0.99475,0.9846667,0.997,1.0125
Cons-NonCyc,MNST,1.021556,57.12859,1.01,1.06175,1.013231,1.040667,0.9704286,1.038286,1.034,0.9891667,1.031,1.02,1.037,1.013143
Util,MNTX,1.013128,11.1504,1.042875,0.9895,1.062,0.981,0.99875,1.0175,1.052,0.972125,1.023,1.016286,0.98,1.0225
Cons-Cyc,MOD,1.013362,11.38503,0.9863333,0.9922,0.9932222,0.9825,1.009667,1.05125,1.15075,0.9803333,1.044333,0.978,1,0.99175
SemiCond,MOSY,0.9916672,4.175417,1.000667,0.9695,1.035125,0.9967778,0.957125,0.9683333,0.963,0.984,0.958,1.0082,1.022778,1.0365
Energy,MPO,0.9818367,6.222718,1.030889,1.031,0.9787143,0.9460769,1.019818,0.9335714,0.9372857,0.9395,1.002786,0.9316667,1.015733,1.015
InvServ,MS,1.012049,25.96982,1.023778,1.023143,0.989375,1.019684,1.033167,0.98825,1.023278,0.9997647,1.0152,1.008444,1.01495,1.00555
Cons-Cyc,MTOR,1.009386,6.763648,0.9848,0.959,1,1.063,1.03325,0.9884286,1.040667,1.005154,1.002571,0.9506,1.0445,1.040667
BasicInd,MWA,1.011959,7.242346,0.984,1.002,0.987,1.006667,1.01075,1.0865,1.0075,1.007938,1.00645,1.0197,1.004286,1.020714
Cons-Cyc,NAV,1.007759,33.81577,1.061,0.978625,0.947,1.008571,0.996875,0.996,1.0522,0.9890909,1.0665,1.002,0.99425,1.001
Banks,NBHC,0.9980309,19.49634,0.977,0.9841428,1.002909,0.9967143,0.9968889,1.011467,1.019857,0.9912667,0.9905,0.9905,1,1.015125
Util,NCS,1.003407,15.36899,1.021,0.9907778,1.042,0.98325,1.0094,1.014,0.9806666,0.955,0.9978,1.023333,1.000286,1.023375
ETFs,NCT,1.01483,7.384108,1.023625,1.025,1.023667,1.06325,0.9535556,1.014,1.023182,0.9979333,0.9926667,1.03175,1.004,1.025333
