Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
BasicInd,CLF,0.9756892,14.75817,0.965125,0.9955,1.012,0.938,0.9743333,1.002,1.062222,0.9656667,0.795125,1.059571,0.9359412,1.002786
Utilities,CMLP,0.9875523,21.54032,0.9875,0.9895,1,0.992,0.9908333,1.01,0.9807778,1.028111,0.9923334,1.0455,0.9005714,0.9335
Utilities,CNP,1.006404,24.05934,1.022,1.007667,1.01,1.007214,1.001167,1.018,0.99,1.029333,1.002846,1.013,0.9848889,0.9907272
Energy,CNQ,1.003394,37.93612,1.010167,1.027875,1.0265,1.009,0.9941428,1.032714,0.9887143,0.9996666,0.93575,1.014556,1.0212,0.9804444
Energy,CNX,1.001708,39.80048,0.9876667,1.021167,0.9884285,1.018818,1.011357,0.9871429,0.9596667,0.9973333,0.9924999,1.0805,1.00225,0.9736667
InvServ,COWN,1.000592,4.128244,1.023,1.031,0.9282,0.954,1.0137,1.009143,0.9725385,1.02,0.975,1.005429,1.055,1.0201
SemiCond,CSIQ,1.00657,31.40039,0.973,1.031,0.9125,1.005,1.0252,1.085273,0.99925,1.107778,0.984,0.9925,0.9485625,1.014778
Double Diamond,CSTE,0.9929556,52.6188,0.9916667,1.0435,1.022,1.002333,0.9323334,1.008667,0.9506667,0.9802,1.005,0.9706,1.039,0.9695
Service,CVS,1.006325,79.01144,0.9850909,1.029105,1.00385,1.001,1.0116,1.002667,0.9918,1.012167,0.9988333,1.0158,1.010286,1.0137
Energy,CVX,0.9994168,120.6041,0.9691429,1.01075,0.99525,1.016583,1.002,1.0101,0.9975714,1.001,0.9635,1.019727,1.007167,1.000211
Tech,DDD,0.9881071,51.60655,0.9124545,1.1,0.9637143,1.038667,0.9841428,1.028778,0.9595714,1.0276,0.922,0.9558572,0.999,0.9655
Transp,DHT,1.028679,7.125866,1.166,0.97225,0.9785,1.02,0.974,1.0085,0.988,1.035,1.026556,1.030714,0.988125,1.1565
Energy,DNR,0.9864756,14.99384,0.983,1.002333,1.01125,0.983,0.986,1.0016,0.986,1.024667,0.978,0.9529999,0.8915,1.037357
Energy,ECA,0.9983214,20.2246,1.024,1.0305,1.02625,1.04,1.00725,0.965,0.981,1.0135,0.9803333,0.9353333,0.9903333,0.9863572
Utilities,ED,1.003986,57.59612,0.9972222,1.009462,0.9974285,1.009,0.993,1.008267,0.9795715,1.018667,1.000778,1.024727,0.9965385,1.013167
Energy,EGN,1.005336,76.17646,1.000889,1.041563,0.9898,0.9982857,1.0117,1.013636,0.9835,1.007,0.988,1.039667,0.9798889,1.010105
Cons-Cyc,ELY,0.9878678,8.067718,1.0224,0.976,1.0115,0.9665,0.97925,1.003,0.947,0.9974,0.9745,1.0145,0.9793636,0.983
Tech,EMC,1.002921,27.4787,0.975,1.034333,1.012333,0.993,1.015143,1.01,1.031143,1.01875,0.9917778,0.961,1.016,0.9765714
InvServ,ENV,1.007457,44.7156,0.9908,1.0057,0.9731579,0.9863333,1.026444,1.042091,0.9796,1.006091,0.9876363,1.069167,1.02375,0.9987143
Energy,EOG,0.9989883,121.4854,1.003947,1.032667,0.9862857,0.9856666,1.008,1.0085,1.002,0.9783333,1.003,1.027889,0.957,0.9945714
Utilities,EQM,1.005491,82.04682,1.012111,0.996,1.0319,1.0076,1.035,1.020706,0.9818333,1.007286,0.9707778,1.01825,1.006857,0.9775714
Energy,EQT,0.9951465,95.73363,1.023125,1.025286,0.9688,1.02075,0.96825,0.9907143,0.931,1.005,0.968,1.035,1.0025,1.003333
Utilities,ETE,1.011863,54.97039,1.012231,1.016333,1.016857,1.004,1.009833,1.033556,0.9911667,1.028,0.99225,0.999125,1.022,1.017
Health,EVHC,0.9923158,34.42422,0.976,1.023,0.9998889,0.953,0.98,0.9974,0.957,1.006,0.979,0.9655,1.069,1.002
Double Diamond,EXP,0.9964398,88.59918,1,1.03775,0.9801428,0.9702,0.9973333,0.9992,0.998,1.022429,0.9978889,0.9693334,1.020125,0.964875
Service,EXPE,0.9981292,77.90273,1.009,0.973,0.9535,1.007,0.978,1.007,1.00725,1.0078,0.974,1.046,1.039,0.976
Double Diamond,FAST,1.004564,46.84564,0.9933636,1.01375,1.025333,0.9972,1.005,1.008143,0.9717,1.0103,0.9975,1.014,1.004222,1.01425
BasicInd,FCX,0.9880428,32.42768,0.9736364,1.010429,0.968875,1.00475,0.9852,1.015,0.98825,0.9924285,0.9623333,0.9551667,1.014,0.9864444
Cons-Noncyc,FDP,0.9955356,29.98325,0.9874545,1.004818,1.010308,0.9893333,1.000818,0.987,0.9725,1.02075,0.9965556,0.9758889,1.0155,0.9855
Cons-Noncyc,FLO,0.9979584,19.84249,0.944,1.002286,1.032167,1.019167,0.9902857,1.015875,0.98575,0.999,0.987,1.0063,0.9925714,1.0011
Insurance,FNF,1.003073,30.86826,0.9863333,1.015,0.99175,1.010917,1.0045,0.9885,0.9976429,0.98025,1.0094,1.02025,1.038,0.9943333
InvServ,FNGN,0.9813483,43.11693,0.9487,0.98825,0.974875,0.9696,1.007778,1.025,0.9166667,1.009143,0.9606667,1.016,0.9585,1.001
Transp,GBX,1.017286,55.01063,1.0184,1.08075,1.022,1.037778,0.9883333,1.106333,0.919,1.030636,0.9072,1.0535,0.9725,1.071
Energy,GDP,0.9943352,16.99016,1.0108,0.96975,1.013,1.097,1.045,0.982,0.9275,1.008444,0.863,0.9334615,1.0118,1.070267
Tech,GEOS,0.9700391,50.07241,0.9630909,1.017833,0.9525555,0.99725,0.9505556,1.0141,0.90175,1.009444,0.908,0.9956667,0.963,0.9672222
InvServ,GHL,0.9898143,48.32309,0.92975,1.016273,0.9881818,0.9948889,0.9860715,0.986,1.004857,1.01475,0.983,0.96,0.9885,1.0255
Transp,GLNG,1.000903,48.31158,0.9754615,1.037333,1.019333,1.022,0.99875,1.06575,1.00975,0.9755,0.9773077,1.0689,0.91875,0.942
Service,GLPI,0.9983947,34.104,0.9536667,0.9963333,1.012,1.0005,0.982,1.065667,0.9912,0.9992727,0.9645,1.001375,1.004222,1.01
Insurance,GLRE,1.001065,32.72789,0.999,1.047,0.9954,0.98775,0.9886,0.9990909,1.0113,1.0178,0.966,1.014083,0.98675,1
Transp,GMLP,0.9897258,32.75635,1.002667,0.9575,1,0.99,1.0095,1.023222,0.998,1.02,0.979,0.9515714,0.97875,0.9665
Banks,GS,0.998919,158.9047,0.9435,0.994,0.98125,1.006,1.0115,1.014364,0.9886667,1.01415,1.007765,1.026333,1.005,0.9945
BasicInd,GSM,0.9960025,18.94879,0.9933333,1.051667,1.015333,0.971,1.007308,0.9965,1.0135,0.9805,0.9691667,1.026222,0.9135,1.014
Energy,GST,0.9751883,6.302003,0.9677143,1.045167,1.014,0.9953333,1.032727,0.9894286,0.9546,0.962,0.9595714,0.9513333,0.9103846,0.92
Cons-Noncyc,HAIN,1.004886,93.97,0.9805,1.0212,1.003667,0.988,1.04275,1.001,0.997,1.00575,1.011,0.9883333,1.0235,0.9959286
Double Diamond,HCLP,1.005496,47.81954,1.035,0.9966,1.009,0.9741428,1.077143,0.9788,1.0409,1.0465,0.9243077,1.09,0.9724118,0.9211429
Cons-Cyc,HELE,0.9991822,60.27226,1.04875,1.01075,0.9953333,0.9825,0.974,1.0075,0.9778572,0.97975,0.99075,1.036929,1.0014,0.9846667
Cons-Noncyc,HLF,0.976042,54.7635,0.9838,0.9733334,1.04825,1.035,1.019143,1.0155,0.82725,0.9586667,0.9957143,0.922625,0.9806666,0.9525555
Transp,HTLD,1.005371,22.87108,0.9835,1.018,1.0132,0.9934615,1.023,1.0069,1.000083,1.022063,0.9974,1.0056,1.01,0.99125
Insurance,HUM,0.9994965,122.0747,0.9866667,1.0366,0.977,0.9938334,1.033769,1.008571,0.9135,1.022,0.9989167,1.0187,1.0019,1.0025
Health,ICPT,1.002718,259.1527,0.9946667,1.223,0.901,0.9799,0.9829286,1.04075,0.9610834,1.0346,0.99275,1.036222,0.85825,1.027467
BasicInd,IP,1.008055,49.12269,0.993,1.029,1.006,0.9885,1.005,1.0096,0.9825556,1.014,0.996,1.0655,0.9955,1.012
Transp,JBLU,1.01295,10.85393,1.006,1.034,1.0084,0.9373333,1.040833,1.005667,1.003125,1.016625,0.9664118,1.043555,1.074,1.019444
Service,JCP,1.011284,8.299967,0.9285,1.1238,1.008667,1.0454,0.9833333,0.9924,1.01475,1.03775,0.9732,0.975125,1.005818,1.046667
Double Diamond,JOY,0.9889283,56.63548,1.002667,0.994,1.001,1.0115,0.994,1.0265,1.04825,0.9928889,0.96175,0.927,0.97225,0.9353334
Utilities,KMI,1.007668,36.44182,0.9854,1.004375,1.001187,0.99925,1.0154,1.004286,1.021167,1.027,1.0056,1.028857,1.0045,0.995
Cons-Cyc,KNDI,0.9969006,14.96774,0.9931539,1.222,0.9588667,0.91525,0.9661111,1.021143,1.036733,0.9806666,0.942,1.050941,0.9349412,0.941
Transp,KNX,1.005319,25.39829,1.0235,1.0185,0.9874,0.9996,1.017,1.019,0.9912941,1.018,1.012933,0.9886667,0.9965,0.9914286
BasicInd,KS,1.00493,29.08092,1.005333,1.051,0.9918889,1.002222,1.029375,1.017625,1.007769,1.043167,0.984,0.9557778,0.996,0.975
Transp,KSU,0.9980932,110.7627,1.012,0.9630001,1.036,0.9798,1.013444,1.005857,0.9964445,1.015556,1.00775,1.0066,1.009,0.9316667
InvServ,LAZ,1.007501,49.37457,1.028667,1.014454,1.0265,1.026167,1.0195,0.9961666,0.9875,1.027,0.9935555,1.0045,0.979,0.987
Energy,LMT,1.010504,166.9901,1.001,1.019,0.9960833,1.049333,1.005,1.001125,1.007286,1.020214,1.0155,1.004,0.9945,1.013
Insurance,LNC,0.9923882,51.60236,0.931,1.0248,1.001333,0.965,0.997,1.01875,0.985,1.0115,0.9934,1.022125,0.99775,0.961
Tech,LNKD,1.008771,197.8381,1.018,1.14,0.965,0.965,1.009867,1.011667,1.073867,1.024889,0.9633,0.98,0.9946666,0.959
Service,LTC,1.001319,39.19748,0.991,1.0108,0.987,1.001,1.006286,0.9854,0.9974,1.01925,0.9781,1.031091,0.9995,1.009
Cons-Cyc,LZB,1.001658,24.05258,0.972,1.019875,1.022,0.974,0.9955,0.98,0.9761429,1.022909,0.966625,1.021111,1.075333,0.9944
ETFs,MCGC,0.9972723,3.797122,1.07,0.9791666,0.99875,0.955,1.0022,1.0212,1.0002,1.013167,0.944,0.9802,0.9993846,1.004
Cons-Noncyc,MDLZ,1.001386,35.44233,0.9626,1.020333,1.000563,0.9973333,1.016,1.001417,0.9877143,1.0065,0.9815,1.024667,1.03,0.988
Insurance,MET,1.008867,52.09353,0.9678235,1.028833,1.01725,0.99025,1.035667,1.004667,0.991,1.01975,0.9960769,1.04,1.009333,1.00575
Energy,MHR,0.9875,6.816685,0.99325,0.882,1.0175,0.9855,0.9948182,1.01,0.946,0.9718571,0.9248,1.054875,1.15,0.9194
Double Diamond,MMM,1.002133,144.1689,0.98565,1.011444,0.9989231,1.008176,1.006647,1.001545,0.9885,0.9977143,0.998,1.020667,1.009833,0.9985
Cons-Cyc,MNRO,1.005355,54.49503,0.9981667,1.0288,0.985,1.008308,0.9913333,0.995625,0.9978,1.012667,0.996,1.019909,1.01975,1.0109
BasicInd,MRC,0.9829292,24.80881,0.938,1.02,0.984,1.023,0.987,0.989,0.995,0.997,0.9774,1.07625,0.847,0.9615
Energy,MRO,0.9994401,35.45134,0.98375,1.0285,1.01625,1.016571,1.015,1.025143,0.9985555,0.999,0.99,0.9704,0.9636667,0.9864444
Banks,MTB,1.012342,121.6206,1.002429,1.019667,0.99875,1.006,1.018,1.009667,1.0065,1.007667,0.9974286,1.057,1.013,1.012
Insurance,MTG,1.000907,8.628556,1.003,1.0135,0.961,0.9936666,1.0185,1.039333,0.9375556,1.031429,0.9818571,1.009545,1.0105,1.011
Double Diamond,MTW,1.002663,26.4915,0.97775,1.007167,1.0014,1.013692,0.9970834,0.9934286,1.0035,1.0175,0.9387143,0.9923,0.9701667,1.11925
Transp,NAT,1.010135,9.26186,1.064429,1.040143,0.958,1.0265,0.9713334,1.002125,1.0098,0.9956,0.99275,0.9709,1.036286,1.05375
Utilities,NFG,1.001519,72.99074,1.0285,0.98775,0.986,1.012714,1.007,1.007167,0.9985,1.012538,0.9815556,1.0145,1.003,0.979
Utilities,NJR,1.005101,52.26146,0.98375,1.0032,1.03025,0.9908571,1.037444,1.008,0.986,1.001714,0.9893333,1.034417,0.986,1.01025
Transp,NM,0.992815,7.984332,0.9674445,1.136286,1.0105,0.922,1.01925,0.957,0.956,1.088,0.9521667,1.011067,0.911,0.9830667
BasicInd,NOR,0.9988255,3.864253,0.9715714,1.096,0.9678,0.9385,0.9946,0.9966667,1.05825,1.03,1.012125,0.9531429,0.96725,1
Service,O,1.001732,43.55724,1.0166,0.96,0.9936,1.006833,1.02,1.003,1.013,1.0085,0.9705,1.02525,0.9805,1.023
Banks,OCN,0.967327,31.56538,0.9307142,0.9595385,1.0085,0.965625,1.018833,0.9797143,0.8905714,1.029571,0.9785789,0.9456154,1.016461,0.8842
Utilities,OGE,1.000826,35.7967,1.001053,1.018533,1.010667,0.99925,1.011333,1.003,0.9945714,0.999,0.9895,1.034,0.95,0.999
Service,OHI,1.015494,35.74387,1.036,1.012333,1.028,1.0122,1.0268,1.0006,1.023,1.006,1.001,1.024,0.995923,1.020071
ETFs,ORC,0.9977151,13.18118,0.999,1,0.926,1.0155,1.010437,1.007417,1.005588,1.0045,0.99,0.9932222,1.01525,1.005667
Energy,OXY,0.9977269,93.80129,0.9810909,1.028615,0.9984,0.9875556,1.010625,1.014286,0.991,1.003875,0.979,0.981,0.9932222,1.004053
InvServ,OZM,1.005376,12.87767,1.122,0.9584444,0.962,0.9608,1.030667,0.986,1.009333,1.029,0.9791667,1.0004,1.028267,0.9984286
Utilities,PEG,1.005643,37.99189,1.020714,0.991,1.006714,1.0105,1.02,0.982,0.9676667,1.0131,1.0114,1.027,1.004286,1.013333
BasicInd,PEIX,1.022367,13.86262,1.193,1.23075,0.9407,0.922,1.0205,1.049667,1.04125,1.062714,0.84775,1.034,0.9773846,0.9486875
Insurance,PFG,1.004812,49.23289,0.9715,1.031,0.99625,1.0124,1.018889,1.0156,0.9912222,1.02775,0.9826667,1.020636,0.9825,1.007333
InvServ,PJC,0.9918399,48.17268,0.946,1.018,1.046,0.948,1.012,1.01725,0.9755714,0.999,0.9426666,1.003778,1.003312,0.9905
BasicInd,PKG,1.01216,69.83846,0.9984,1.097667,0.9983333,1.005,1.0085,1.005667,0.9835,1.014,0.992,1.02,1.009857,1.013
Tech,PLUG,1.010428,4.846151,0.8298,1.4895,0.9756154,0.7953333,1.042846,0.9363334,1.05475,1.059333,1.024,0.982,0.99275,0.942875
Utilities,POWR,0.9476674,12.69293,0.989,1.0669,1.0126,0.36,0.8973333,1.067182,0.98025,1.0408,1.0062,0.9586,0.9722857,1.020857
Insurance,PRE,1.00004,107.6843,0.992,1.003118,0.9974286,1.005667,1.011625,1.011,0.959,1.002,0.9944286,1.0275,1.004,0.9927143
Energy,PWE,0.9533793,7.10501,0.9700909,0.998,1.017125,1.0085,0.968,1.002333,0.8857778,0.9942353,0.9406667,0.9510667,0.9465556,0.7582
Transp,QLTY,0.9986565,13.07277,0.954,0.9755,0.992125,1.006667,1.007,1.030833,0.9786667,0.99275,0.9393,1.06075,0.9892857,1.057
Cons-Cyc,QTWW,0.9868756,5.677411,0.9432,1.1385,1.02275,0.9208889,1.043375,1.090889,0.9612857,0.992,0.9666666,1.112667,0.9122857,0.738
Transp,RCL,1.016613,59.90496,1.010857,1.012333,1.019294,0.9794167,1.0112,0.9982,0.98125,1.025091,1.011625,1.090889,1.045,1.0142
Insurance,RE,1.000429,159.4871,0.9772727,1.0061,1.002833,1.006889,0.9963334,0.9953333,0.9976,1.0042,0.997,1.019067,1.0098,0.9927143
Health,REGN,1.006918,337.1951,1.0105,1.139,0.9701667,0.937,0.9976,0.9918461,1.035615,1.01725,1.000286,0.998,1.01775,0.968
BasicInd,RFP,0.9999101,17.43418,1.035667,1.053667,0.967875,1.021167,1.001,1.025625,1.008778,1.000143,0.961,0.9925,0.9445,0.987
Insurance,RGA,1.002706,78.83276,0.98525,1.021083,0.9986666,0.9827778,1.006,1.0045,0.99775,1.0042,0.9888462,1.0404,1.004,0.999
Cons-Cyc,RGR,0.9950725,56.48648,1.0535,0.9496667,1.045,1.024,1.01475,0.983125,0.94475,0.997,0.98,0.9338,1.007778,1.0075
BasicInd,RKT,1.004682,83.26768,0.985,1.023231,0.9545714,0.98,1.005,1.011,1.003,1.025545,0.99075,1.08825,1.015167,0.9746667
Insurance,RNR,1.001397,99.48032,1.012,1.013,0.9992857,1.015,1.0122,1.0155,0.95275,1.008333,0.9986,1.0016,0.9856667,1.002833
ETFs,ROYT,0.9903054,11.31204,1.008714,0.994,0.9966364,0.997,1.001889,0.988,0.949,1.044308,0.967,1.00705,0.9749091,0.9551579
BasicInd,SA,0.9926222,8.468319,1.039667,1.018,0.93575,1.0193,0.9588333,0.99025,0.975,1.016,0.93525,0.997,1.01275,1.013667
Cons-Noncyc,SAFM,1.006212,86.70118,0.987,0.9995,1.015,1.04975,1.055,1.0016,0.993,0.9838333,0.994,1.004667,1.0168,0.9744
Transp,SAIA,1.01603,44.87716,0.95425,1.0534,1.0316,0.996,1.016167,1.005,0.9926667,1.06,1.000444,1.067333,1.014,1.0015
Transp,SB,0.9966348,7.957881,0.9944286,1.036,0.8935,0.909,1.0305,1.127,0.96975,1.148857,0.9533333,0.9553334,0.9796,0.9623158
Transp,SBLK,0.9998314,11.43626,1.008667,1.1426,0.9894,0.9383333,0.9809,1.1115,0.96625,1.05,0.9056666,1.0165,0.9412857,0.946875
Cons-Cyc,SCSS,1.00927,20.83755,0.9635714,1.028429,1.007429,1.0251,1.014,1.0215,1.009625,1.0325,0.987,1.017333,1.02675,0.978
SemiCond,SCTY,0.9849632,61.79309,0.9625,1.0085,0.8725,0.985,0.9596,1.1575,1.0385,0.988,0.9353333,0.9572667,0.9900588,0.9648
Energy,SDR,0.9902168,7.1107,0.9974167,0.963,0.9705,1.029364,0.9546667,1.00775,1.0105,0.978,1.006,1.043571,0.979,0.9428334
Utilities,SE,0.9915569,38.54188,0.9945,1.01125,1.003667,1.013667,1.011,1.001,0.991,1.0126,0.988,0.982,0.954,0.936
Insurance,SIGI,1.000104,24.18115,0.969,1.004444,0.9951667,0.98525,1.023,1.0002,0.9848,1.011444,1.004,1.028445,1.0035,0.992
Banks,SIVB,1.007249,114.1182,0.9945,1.025,1.0126,0.983,1.029286,1.012667,0.9697273,1.014667,0.9963334,1.0465,1.017,0.9857143
Utilities,SJI,0.9937525,56.55644,0.9713333,1.010231,0.9934,0.992,1.0073,1.0192,0.976,1.0134,0.9625,1.006667,0.97,1.003
Cons-Cyc,SKUL,0.9820019,8.101382,0.999,1.02175,0.9526666,0.91925,1.005083,1.005273,0.919,1.007,0.9643334,1.022,1.007667,0.961
Double Diamond,SLCA,1.001585,45.31399,0.9728333,1.068818,0.996,1.071333,1.034067,1.02175,1.0275,1.013714,0.956,0.9933333,0.9289333,0.9347333
Cons-Noncyc,SPLS,1.000594,12.64444,0.977,0.9654286,0.9857273,1.008692,0.9606667,1.003375,1.005364,1.030053,0.9808235,1.032667,1.029,1.028333
Transp,STNG,1.003696,9.218349,0.94,1.01975,0.9908571,0.987,1.007,1.031,0.995,1.0035,1.02,1.06925,0.969,1.012
Banks,STT,1.003892,70.02164,0.95,1.048,1.030143,1.001333,1.003,1.0055,0.9756667,1.003,0.993,1.048667,0.9914,0.997
Energy,SU,0.9985631,36.1007,0.9576667,1.027,1.002,1.02125,0.995,1.035,0.992,1.002167,0.935,1.0195,0.9941111,1.002062
Transp,SWFT,1.007209,23.93888,0.988,1.0925,1.0405,0.9486667,1.017875,0.9815,0.9575,1.013429,0.984,1.035286,1.04525,0.982
Insurance,SYA,0.9954627,21.50508,0.9523333,1.012667,0.987,1.02275,0.98,1.026167,1.005333,1.0122,0.9863,1.009231,0.9945714,0.957
Banks,TCBI,0.9928591,56.57255,0.96575,1.026,1.016,0.9605,0.976,1.004,0.9806667,1.00575,1.014643,1.0005,0.9765,0.988
Utilities,TCP,1.005715,56.3889,1.000667,0.990875,1.025444,1.014167,0.998,0.9926667,0.9854,1.025625,1.035818,0.9716154,1.0365,0.9918
