Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
Util,ETE,1.014234,42.55841,1.026333,0.9996667,1.004,1.03025,0.9904,1.029636,1.009833,1.0075,1.0026,1.006,1.0193,1.045286
Util,ETP,1.000977,44.66568,1.015091,1,0.9953333,1.00025,0.9703333,1.020636,1.004,0.9965714,0.98925,1.008364,1.000333,1.011562
Energy,EVEP,1.020823,61.62802,1.000875,1.0116,0.9811667,0.97625,0.967,1.2,1.081,1.006,0.9848889,1.010857,1.0121,1.018143
InvServ,EVR,1.008961,26.28542,1.083,0.993,1.0265,0.9725714,0.9688666,0.9928,1.015,1.056,1.004,1.0094,0.9574,1.029
Insurance,EWY,1.005309,57.44786,1.015667,0.987,1.0125,1.004333,0.9691666,1.009214,1.019231,1.002667,1.021875,1,1.0108,1.01125
Util,EXC,0.9930677,36.40058,0.98675,0.9973333,0.988,1.011,1.0082,0.9873,1.0125,0.9898182,0.9991429,0.944125,0.9861429,1.0065
Energy,EXH,1.028075,15.77968,0.992,1.1945,0.9704,0.89,0.9766666,1.0365,1.10325,1.054333,1.005,1.00025,1.03,1.084
Transp,EXPD,1.003896,39.58387,1.0115,1.0023,1.032,0.9481429,0.9944286,1.021333,0.9824286,1.0192,0.9975,1.009917,1.017,1.011
Insurance,EZA,1.00104,65.7799,1.02,0.957,0.9915,1.001286,0.989,1.003706,1.009231,1.006222,0.9945625,1.005471,1.0125,1.022
InvServ,F,1.003549,11.00153,1.0357,0.9937143,0.9998,0.968,0.9938667,0.9603333,0.9888572,1.009786,1.002909,1.0455,0.9977059,1.046412
Banks,FBP,1.015457,4.005408,1.019,0.9845,1.038235,0.9788333,0.9812858,1.013375,1.06,1.042143,1.014,1.002,1.015,1.037111
Banks,FDML,0.9799688,11.83365,1.0325,0.959,1.001,0.953875,0.9863334,1.006333,0.9363334,0.96625,0.96125,1.011,0.90575,1.04
Util,FE,0.9935212,44.71945,1.00725,1.0014,0.9795001,0.993,0.98875,1.013,0.9784,0.9712,1.014875,0.9656667,0.9948125,1.0144
InvServ,FIG,0.9988822,3.860903,0.99,0.9777143,0.9910001,0.9805714,0.9653333,1.0381,1.018667,1.0062,0.9945,1.04175,0.9815,1.00125
Services,FLOW,1.008345,3.549368,1.021875,1.000818,0.9768889,1.019909,0.93325,1.014,1.041667,1.038,1.032375,0.9958572,0.98,1.0455
InvServ,FPO,0.9949337,12.58214,1.026333,0.9574,0.968,0.9955333,1.006,0.9955556,0.9925,1.0227,1.005182,0.985,0.954,1.031
Transp,FRO,0.9956171,4.475703,1.021667,1.019286,1.026545,0.9806364,0.9383529,1.0084,0.9624546,0.9519091,1.016,0.93525,1.060333,1.026571
Basiclnd,FRP,1.029375,5.877847,1.098,1.037,1.01375,1.04675,1.048,1.095,0.9755,1.044,1.02625,0.988,0.971,1.00925
InvServ,FST,1.010229,9.347847,1.032,1.01075,0.984,1.0285,0.9485556,0.940875,1.182333,1.02975,1.0302,0.915,0.9777857,1.043
Cons-Cyc,FSYS,1.001311,18.63111,1.072,1.0008,0.9388334,1.015909,0.9495,1.064111,0.98725,1.020857,1.02525,0.96,0.9892222,0.992
Basiclnd,FXCM,0.9965794,10.32318,1.0185,0.996,1.0686,0.959875,0.9794444,0.9993,0.9538333,0.9544,1.06225,0.9605,1.01625,0.99
SIC-OGOps,FXEN,1.012392,5.800986,1.055,0.983,0.9925,1.075,0.9995,1.034,1.0195,1.125,0.9836,0.922,0.9466,1.013
Transp,GBX,0.9847053,17.8172,0.9992,1.024667,0.9555,0.9536666,1.0125,1.042571,1.02575,0.9685714,0.9356667,0.9554545,1.004,0.9389167
Transp,GDP,0.9848762,13.46914,0.852,0.8956667,1.108,0.9425,1.064,0.991,0.954,1.12,0.9263333,1.0105,0.9757143,0.9788
Basiclnd,GFF,0.9953322,9.79907,1.027143,1.000308,0.916,0.95,0.936,1.01875,1.046667,0.9995,1.002333,0.986,1.042,1.019286
Services,GG,0.9887536,40.42691,1.001333,0.98525,0.963,0.9508,1.009667,0.9778,0.962,1.0362,1.032143,0.96725,0.985,0.9946
Basiclnd,GHL,1.020356,43.25919,1.0535,0.9655,1.012778,0.988,0.9856667,1.066,1.099,1.045,0.982,0.9868333,1.030333,1.029667
Cons-Cyc,GIII,1.024348,29.70309,1.010714,1.0365,1.046857,1.006,0.9928572,1.074,1.009333,1.151,1.0105,0.9846667,0.99675,0.973
Services,GLDD,1.013875,7.129671,1.0166,0.9985,1.037833,0.9527143,0.9824445,1.016333,1.0086,1.012143,1.007167,1.0405,1.032667,1.061
Transp,GLF,1.022852,38.89631,1.058909,1.006333,0.97625,1.016,0.9683334,1.001,1.027,1.0306,1.0082,0.9906,1.086,1.105
Transp,GLNG,0.9957103,38.51254,0.9937333,1.008167,0.9911875,0.9808334,0.9715,0.9855,1.00875,1.0124,1.010714,1.022071,0.9626666,1.001
Cons-Cyc,GM,1.011383,23.88877,1.033167,1.024286,0.9925714,0.9773529,0.9835556,1.005625,0.9946666,0.9844,1.056667,1.0312,0.9979,1.0552
Insurance,GNW,1.005464,6.350394,1.106,0.96,0.9608,0.9350526,0.9763333,1.0412,0.965,1.033727,0.9671111,1.043429,1.046714,1.0302
Services,GRPN,0.9884951,9.917301,1.064333,0.9831667,0.981,0.9281579,0.897,1.01575,0.9608889,0.9561111,1.1086,1.131,0.7666,1.069333
Energy,GTE,0.9997081,5.342437,1.051,0.9745,0.993,0.968,0.9629,1.005917,0.98425,1.031875,0.965,0.9935,1.027556,1.039
Health,GTIV,1.026579,8.829671,1.032857,0.9847143,0.9685555,0.9404286,0.9223333,1.162,1.001,1.179,0.9355,1.158333,0.9632308,1.071
Transp,GWR,0.9959168,61.93266,1.011692,0.9326667,0.9673333,0.9966,0.9705833,1.053857,1.034,1.002769,0.981,0.998,0.993,1.0095
Services,GY,1.00765,7.605377,1.0402,0.991875,1.053778,1.000875,0.9643077,1.005,0.978,1.043182,1.031167,0.9812857,0.9813334,1.0208
Transp,HA,1.002464,5.954989,0.97725,0.9631429,0.99875,0.9995714,1.01475,1.036077,1.0226,0.986,0.971,1.026,1.011182,1.02325
Cons-Cyc,HAS,1.009893,36.2822,1.034,1.01875,1.007,0.9935,0.9896,1.023,1.013286,1.04,1.0092,0.9877273,1.00875,0.9939
Cons-Cyc,HELE,0.9971281,31.93004,1.0065,0.9865,1.0035,0.983,0.97125,1.013,0.9958333,1.0235,0.99875,1.001154,0.97175,1.0108
Transp,HII,1.009184,38.2367,1.018,0.99675,1.0248,0.996,0.9775294,1.037333,0.9933333,1.025714,1.01825,1.029,0.9835,1.01
Insurance,HMN,1.003497,17.87269,1.012429,1.009111,0.993,0.9994,0.9952857,1.0335,0.976,0.9994,1.0255,0.962,1.005,1.031333
Cons-Cyc,HNI,1.004054,26.60487,1.018583,0.973375,1.041875,0.9772,0.9895334,1.0275,0.9918333,1.009182,0.9498333,1.040333,1.0124,1.017
Insurance,HNT,0.9924276,28.1003,1.034,0.9583333,0.9988334,0.972,0.9665,1.004,0.8982222,1.036857,1.039778,1.010647,0.9922941,0.9976667
Tech,HPQ,0.9897817,19.8908,1.076,0.944,0.981625,1.004333,0.969,1.028333,0.9687143,0.91925,0.966875,0.973,1.02325,1.023
Services,HT,1.007177,5.113828,1.0172,0.9743333,1.056,0.974,0.9883333,1.020091,1.0076,1.014111,1.018,0.9737,1.02075,1.022
Insurance,HUM,1.00106,77.61193,0.9853333,0.9870715,1.019615,0.9733334,0.9891428,1.01,0.9771667,1.0425,1.0545,0.971,0.9834616,1.0196
Basiclnd,HUN,1.025886,14.33994,1.084125,0.9766667,1.027,0.9983333,0.9520909,0.9940833,1.0568,1.02375,1.001,1.14,1.0182,1.038583
Banks,IBKC,1.003316,49.66654,1.069,0.991,0.981,0.9861,0.9671111,1.009,0.9731667,1.016929,0.988125,1.02,1.014364,1.024
SemiCond,IMOS,1.009045,11.94794,0.9645,1.224,0.891,0.8725,0.9921429,1.02725,1.003,1.0585,1.131,0.9252222,0.9985,1.020929
ETFs,IN,1.009294,6.902909,1.0275,0.9466667,1.0132,1.054667,1.025933,1.0082,0.9518571,1.005,1.037,1.0195,1.019,1.003
SemiCond,IPHI,1.027453,11.00589,1.082778,1.005222,1.0151,0.9986666,0.9826667,1.01,1.234,1.0535,0.9325,0.935,1.028,1.052
Banks,ISBC,1.008,16.05761,1.003,0.99125,1.018,1.009,0.9996,1.004533,1.031625,1.016267,1.027444,0.991375,0.9963334,1.007571
Insurance,IWM,1.00009,80.86941,1.022786,0.9934706,1.003688,0.944,0.99325,1.031556,0.9926364,1.008941,0.9975833,0.9940588,1.002476,1.016632
Services,IYC,1.001831,81.83676,1.015333,1.001,0.989,1.005286,0.9902273,1.011053,1.002105,1.009143,1.004857,0.9965714,0.9964,1.001
ETFs,IYT,1.002757,91.7906,1.016,0.9874545,0.9996364,0.9956,0.9974167,1.006562,0.9922941,0.9989333,1.005143,1.010267,1.001059,1.022714
Transp,JBLU,1.018353,5.19655,1.06,0.9734,1.008364,0.9956363,1.0772,1.019714,0.9982857,0.9916363,1.022571,1.0216,0.9895834,1.06225
Services,JOY,1.001545,64.60284,1.0664,0.9355,0.9801667,1.001444,0.991,0.9712,0.962,1.1235,0.95225,0.9813333,1.00975,1.044
Transp,KEX,1.006603,58.62398,1.005833,0.9991539,0.9903684,1.006765,0.9351538,0.9958667,1.0905,1.041222,0.994375,1.009,1.001,1.01
Util,KMI,1.008676,34.55642,1.007,1.0412,1.0165,0.98125,0.9778182,1.0075,1.028176,1.0102,1.00325,1.001,1.007917,1.0223
Transp,KNX,0.9914969,15.77018,1.0516,0.98925,0.967,0.975,0.9735,0.9376667,0.9985,0.9966667,1.011,1.014333,0.9799,1.003546
SemiCond,KOPN,0.9987631,3.520606,1.037143,0.959,1.071,0.968,0.96775,1.025368,0.9996154,1.001786,1.0042,0.96975,0.972,1.009545
Insurance,KRG,1.004083,5.138985,1.056,0.9793333,1.05475,1.00975,0.9827857,1.0185,0.9815714,1.00845,0.9965833,1.01125,0.9801667,0.9698572
Transp,KSU,1.009236,73.53365,1.028833,1.0008,1.029875,1.005,0.9255,1.025,1.0094,1.028714,0.99225,1.023125,1.023,1.019333
Tech,KTOS,0.9854515,5.524154,1.027667,0.9596,0.955,0.989,0.9889375,1.005636,0.9599333,0.9746667,1.001727,1.000833,0.94325,1.019167
Energy,KWK,0.9775814,4.232187,1.04125,1.109,0.942,0.9161429,0.9872,0.970125,0.932,0.9466667,1.015,0.9394,0.9666923,0.9655
InvServ,LAZ,1.013079,28.04283,1.033667,1.031615,0.9768333,0.964,0.9691875,1.032417,1.042,1.0425,1.0275,0.9877273,1.0135,1.036
Transp,LCC,1.033034,10.64505,1.19725,0.9695,1.025385,1.0852,1.0292,1.037385,0.9375714,1.003769,1.0506,1.0296,0.9968947,1.034059
InvServ,LM,1.008323,26.02924,1.048,1.002889,1.012857,0.983,0.9965,1.012667,1.0016,0.9891667,1.028,1.01,0.9982,1.017
Insurance,LNC,1.039014,24.11297,1.102333,1.037,1.123,0.95775,0.9853333,1.054,1.039889,1.053,0.9924,1.031556,1.028571,1.063333
Transp,LNN,1.017886,67.27505,1.0686,0.971,0.9908,1.039,0.972,1.0414,1.018333,1.03575,1.0355,1.001,1.0255,1.01575
SemiCond,LSCC,1.000851,4.786857,1.032412,0.982,0.9993572,0.9791428,0.9635714,0.841,1.108,1.023222,1.017636,1.05,0.997125,1.01675
Health,MAS,1.018888,13.83742,1.048,0.9781667,1.082,1.042091,1.019,1.075,0.9586363,1.0072,1.0058,0.9941667,0.997,1.0196
Insurance,MET,0.9982312,34.13375,1.034,1.010857,0.9885,0.983125,0.9558333,1.011625,0.992,1.011,1.0015,1.0096,0.9743333,1.0064
Insurance,MFA,1.006505,7.82481,1.045,0.9945,0.9973333,1.015444,1.024,1.0155,0.9742,0.9943333,1.031,0.956,0.99875,1.032
Insurance,MFC,1.012498,12.11672,1.041417,1.016167,1.061375,1.016615,0.9711667,1.0222,0.9986,0.9968572,0.9984286,1.01475,0.981,1.0314
Insurance,MIG,0.9902135,8.184381,1.0234,0.9816,0.99525,0.9976667,0.99825,0.988,0.9352222,1.001125,0.997,0.9392143,0.998,1.027833
Transp,MINI,1.009957,18.14306,1.062375,1.0004,1.016444,0.9816667,0.9561818,0.9735385,1.030333,0.998,0.98875,1.0158,1.036,1.06
SemiCond,MIPS,1.01353,6.569359,1.03275,0.9437143,1.005923,1.127083,0.947,1.031,0.9996667,1.063,1.004667,0.9963334,1.016222,0.995
Cons-Cyc,MLHR,1.005481,19.7143,1.051,0.9876667,1.02875,0.975125,0.9864,0.9892143,1.0055,1.02575,1.022,0.9936666,0.9715,1.0292
Cons-Cyc,MOD,0.999722,7.762993,1.0015,0.9816667,1.008,0.9560834,0.9658,1.049625,0.9878889,1.073667,0.9801,0.9616666,0.9986666,1.032
Health,MOH,1.008238,27.09896,1.081214,1.011778,0.994,0.9525385,0.9562,1.024125,0.9585,1.066,1.024333,1.008167,1.034,0.988
InvServ,MS,1.01005,16.67677,1.098,0.97325,1.0325,0.9773846,0.9288461,1.012,1.019667,1.054333,0.99125,0.9845714,1.019,1.0298
Cons-Cyc,MTOR,1.002614,5.503754,1.048667,0.9544,1.044833,0.9862222,0.95925,1.026,0.9780769,0.97775,1.016,1.0045,1.006667,1.029
Services,MTW,1.021145,13.37461,1.131,0.9934286,0.975,1.015231,0.9487273,1.052455,1.074,1.026733,0.9931667,0.994,1.002,1.048
Services,MUSA,1.016281,14.10158,1.0436,0.9791333,1.0496,1.029667,0.9808889,1.034,0.9858571,0.9998,0.9455,1.019182,1.022143,1.106
Energy,MWE,1.006671,54.158,1.022333,1.0155,1.012286,1.014,0.9735,1.043,0.9962857,0.973,1.01225,0.9905,1.0096,1.0178
Insurance,MX,1.006981,11.32671,1.115,1.02225,1.035556,1.001333,0.9085,1.011,0.969,0.9935,0.9675556,0.9943333,0.95975,1.106
Cons-Cyc,NAV,0.9854631,28.787,1.014,0.9682,0.9901579,0.9654286,0.9298,1.036,0.9737273,1.029,0.984625,0.9840769,0.995875,0.9546667
Basiclnd,NEM,0.993242,50.69664,0.9703333,0.9353333,0.9667778,1.009143,1.0035,0.9844167,0.9965,0.997,1.0685,0.985,0.987,1.0154
Cons-Cyc,NFG,1.005461,49.29131,0.993,0.9865,1.007571,1,0.998,1.059333,1.020333,0.999,1.0185,0.9905,0.998,0.9948
Banks,NFP,1.008129,15.31488,1.048083,0.9645714,0.9927778,0.996875,0.990375,1.002,1.09,1.023333,1.031,0.947,0.98775,1.023778
SemiCond,NFX,0.9964402,31.51404,1.005,0.999,1.003,1.028,0.9285,0.968,0.9922,1.015842,0.9883333,0.9948182,0.9845882,1.05
Util,NRG,1.013305,18.83674,1.015,0.9967273,0.9905555,1.027429,1.025286,1.0247,1.0085,1.028867,1.01075,0.9966667,1.018533,1.016643
Energy,NRP,1.007083,22.64493,1.014333,0.971,1.036,1.047,0.9983333,0.9815,0.9603333,1.0645,1.025,1,0.948,1.039
Transp,NSC,0.9930932,67.68102,0.9835333,0.9836667,0.9960909,1.015,0.994,1.004667,1.008167,0.9940833,0.95,0.9825,1.002125,1.003286
Util,NWE,1.001855,35.5544,0.995,0.9963077,1.00775,1.0071,0.992,1.01275,0.998,1.0095,0.9985,0.9986,1.004,1.00275
Banks,NYMT,0.9985219,6.795086,0.9998571,1.000111,0.9557778,1.0095,0.9913334,0.999,0.999,1.014333,1.04575,0.9786,0.989,1
Banks,OFG,1.006778,11.56027,0.9918182,0.9978333,0.9960555,1.007417,0.9921666,1.0334,0.9793333,1.012667,1.0175,0.9975,1.001143,1.0545
