Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
Util,OKE,1.001582,59.93536,0.986,0.99475,0.9843333,1.019571,0.9903333,1.02375,1.01525,0.993,1.024,0.98825,0.98525,1.0145
Util,OKS,0.997407,56.03778,0.9936,0.96575,1.005857,1.022167,0.946,1.016833,1.0039,0.99,1.031333,1.002818,0.985,1.005625
Cons-NonCyc,OME,1.00616,7.413295,1.0425,0.998,0.9665,0.9766667,0.9844,1.115667,0.979,0.9695385,0.9761818,0.9936666,0.9808,1.091
Energy,OXY,0.9841993,86.93416,1.01525,1.0123,0.9826,0.9778,0.9514,0.9425,1.00475,0.979125,0.98875,0.9475,0.97875,1.029667
Transp,PACR,0.9965327,4.949027,1.021444,0.9815,1.0415,0.9798571,0.9557778,1.045875,0.9724286,0.9951667,1.002938,0.9701,0.9655384,1.026267
Banks,PACW,1.00668,23.25974,1.003,1,1.0545,1.061,0.9603333,0.99775,0.9718333,1.016545,1.0142,1.01,0.963,1.028
Cons-Cyc,PCAR,0.9964832,41.79421,0.9876667,1.001545,0.991625,0.9806,0.9606,1.007333,0.99175,1.020444,1.0288,0.982,0.9996,1.005833
Health,PCG,0.9975218,42.78957,0.9785,1.000667,1.005333,1.00625,0.9885,1.012429,1.002,0.985,0.9948571,0.98425,0.9891429,1.023333
ETFs,PEI,1.00948,14.40524,1.067833,1.02075,1.071,0.9654,0.9448,1.047375,0.972,1.036,0.956,1.0176,0.971,1.044
Insurance,PFG,1.006742,26.94063,1.020667,1.022375,1.0138,0.9529999,0.9878333,1.0265,1.003,1.019,1.02625,0.9924999,1.000714,1.015267
Banks,PFS,1.007038,14.79003,1.0062,0.973,1.04775,1.052667,0.9901111,1.053667,0.9888572,1.01025,1.002571,0.9787143,0.973,1.007667
Insurance,PHH,1.010194,17.47597,1.088333,1.013,1.027929,1.025692,0.9927059,1.01225,0.969,0.99675,1.048,0.981,0.946,1.021667
Health,PHM,1.03187,12.11068,1.0795,1.026875,0.998375,1.082546,0.9895715,1.061333,1.02975,1.0597,1.030385,1.034733,0.9546667,1.035
Services,PKY,1.011491,11.53249,1.002429,0.9964167,1.032556,1.0058,1.008381,1.032091,0.9928889,1.010769,1.040857,1.0132,0.9841667,1.018333
SIC-REOps,PLD,1.004907,33.89805,1.0325,1.008667,1.00425,0.994875,0.970579,1.016765,1.002375,1.024286,0.9912857,0.9891111,0.9988889,1.0253
SemiCond,PMCS,0.9985729,6.012512,1.068,1.012,1.039,0.9973333,0.9869091,1.001455,0.9869286,1.02875,0.9765,0.952,0.956,0.978
Cons-Cyc,POOL,1.003223,38.39093,1.043429,0.9998333,1.009667,0.981,0.97875,1.002,0.9876667,1.016667,1.012,0.987,0.9856667,1.035
Cons-NonCyc,PPC,0.9977738,6.120987,0.9972,0.98,1.027,1.020889,1.05075,0.9675714,0.87975,0.9955,1.0005,1.082375,1.04975,0.922
Util,PPL,0.9981685,28.41917,0.982,0.9985,0.989,0.992,1.005833,1.013,1.00075,1.003786,0.9936,0.996125,0.9984286,1.005
Energy,PQ,0.9928169,5.719109,1.036,1.0018,0.9625,1.0028,0.9827143,0.93425,1.008857,1.046,1.019,0.9745714,0.9421428,1.003167
Insurance,PRE,1.007696,72.13918,1.018833,0.9892857,1.010941,1.024882,1.001143,1.006267,0.993875,1.005429,1.004077,1.015714,1.020833,1.001071
Insurance,PRI,1.013615,27.07547,1.023,1.00675,1.013333,1.002167,0.9978334,1.05275,1.016333,1.0305,0.982,1.003714,1.013,1.022
Insurance,PTP,1.007003,39.33585,1.02425,0.98925,0.99975,1.006688,1.000312,1.006214,0.9988571,1.002091,1.010077,1.015,1.019182,1.012364
Energy,PVA,0.9961532,5.44322,0.9885,0.837,0.9465,1.081445,1.052667,1.07225,0.9899,0.979,1.0353,0.9887778,0.977,1.0055
SemiCond,RAS,0.9834198,5.048155,1.035333,0.9715,0.9675,0.88,0.9185,1.026818,0.9895,1.011429,1.019583,1.017375,0.95,1.0135
SemiCond,RBCN,0.9927333,9.037366,1.094,0.896,0.99525,1.016667,0.9643334,1.0208,1.033333,0.9732,1.04675,0.9666666,0.9102,0.9956
Transp,RCL,1.023079,29.20049,1.0855,0.974,1.055667,1.008,0.9715,1.047333,1.006455,1.071,1.014455,1.022,1.006273,1.014769
Insurance,RE,1.00675,100.7172,1.0178,1.006615,1.008,1.030222,1.013583,1.005118,0.9932222,1.008947,0.9917778,0.9985,0.9962143,1.011
Energy,RIG,1.008029,47.75274,1.067,1.064,1.003714,0.9958182,0.9206667,1.017,1.0355,1.003143,0.9806667,1.0115,0.989,1.008333
Transp,RJET,1.016317,5.267417,1.099,0.9233,0.979,0.9946429,1.030235,1.008429,0.9756667,0.987,1.039333,1.023833,1.038615,1.09675
Insurance,RNR,1.002988,76.29307,1.0045,0.9961818,1.0135,1.013,0.9874445,1.0035,0.9917143,1.0134,0.9997857,1.0105,1.011,0.9913334
Energy,ROSE,1.008939,45.19851,1.05525,1.0039,1.012,1.0245,0.9598572,0.9815714,1.0615,0.9993334,0.984,1.0054,0.9922,1.02775
Health,RTIX,1.020879,3.93418,1.081,0.9988333,0.99,1.0045,0.9888,1.030333,1.108,0.9951667,1.04275,0.9806667,1.0225,1.008
Banks,RY,1.003732,55.04936,1.017286,1.0115,1.008,0.9983333,0.9776667,1.014375,0.99925,1.015571,1.005,1.001,0.988,1.0088
Transp,SAVE,1.029425,19.13959,1.062889,1.0345,1.0775,1.106333,0.938875,1.044333,1.053,1.002667,1.0084,1.003,1.016,1.0056
Transp,SCHN,1.024077,33.46398,1.0026,0.9945,0.9685,1.039,0.966,1.019,1.0825,1.0848,1.046857,1.018333,1.015333,1.0515
Cons-Cyc,SCS,1.014495,9.624229,1.082,0.972875,1.009625,0.9508889,1.009625,1.034091,0.9962727,1.008,1.00875,1.016143,1.016,1.069667
Cons-Cyc,SCSS,1.013907,27.97854,1.057,1.04125,1.0535,0.939,1.014286,0.9496,1.0035,1.01975,0.988,1.0185,0.9855,1.097
Energy,SD,1.00976,6.897039,0.992,1.067,0.9926,0.9735,0.954,1.088,0.905,1.0272,1.07,0.9503334,1.0954,1.002091
Energy,SEE,1.001332,17.12212,1.04,1.004,0.996,0.9306667,0.9826667,1.01625,0.9548,1.027,1.0286,1.03475,1.01025,0.991
SemiCond,SIGM,0.9868326,5.872837,1.0275,0.893,0.921,1.047615,1.01,0.979,1.038,1.012,0.970875,0.986,0.9786364,0.9783636
SemiCond,SIMG,1.008232,4.847517,1.023875,0.9701428,1.04125,1.094,0.9837778,0.9518,1.07725,1.000857,0.9817857,0.989,0.9883333,0.9967143
Banks,SIVB,1.002143,59.01541,1.021,1.008286,1.012875,1.0038,0.9711111,0.989,1.0064,1.00825,1.012818,0.9891,0.978375,1.0247
Util,SJI,0.9942173,51.04889,1.009,0.9846667,0.9785,0.9665,1.021,1.0025,0.993,1.004333,0.99,0.9853077,0.9808,1.015
Transp,SKYW,1.004941,10.18658,1.013625,0.9815,1.009667,0.9498333,0.967,0.995,0.951,1.182167,0.983,1.01,0.9945,1.022
Energy,SLB,1.004349,71.20269,1.023286,0.988875,0.9761667,1.033667,0.9705,1.044667,1.02775,1.003824,0.9981667,0.9912222,1.002727,0.9913333
Cons-Cyc,SMP,0.9980292,17.72765,1.0028,0.9396,0.9400909,0.9807143,0.9632,1.05775,1.022,1.014429,1.015333,0.9766,1.023833,1.04
Util,SO,0.9969348,45.16756,0.9930714,1.0035,0.9989,0.9977,1.006,0.9982,1.004154,0.9906667,1.0022,0.9909091,0.9934167,0.9845
ETFs,SOXX,1.005591,53.22651,1.057,1.015,1.012,0.9875,0.9757692,1.018818,0.9942222,1.0045,0.995,0.9983333,1.00025,1.0087
Cons-Cyc,SPAR,1.000635,5.163977,1.039,0.9653333,0.9702308,0.9844375,0.9795384,1.043,1.002,1.022,0.97975,0.992,0.9753333,1.055
SemiCond,SPWR,0.9914824,5.459019,0.949,0.9606667,0.9475,0.9983636,0.959,1.02525,0.8795,1.023125,0.968875,1.012909,1.025667,1.147933
Util,SRE,1.000799,64.88982,1.021429,0.994,0.9895,1.015,0.992,0.98,1.005,0.9891428,1.008875,1.02,0.9936364,1.001
Cons-Cyc,SRI,1.005508,7.105978,1.077,0.996,1.00675,1.009,0.9527,1.0285,0.97525,1.014455,1.02,0.989875,0.987,1.009571
ETFs,SRV,0.9956881,8.919062,1.013333,1.011222,0.9965,1.003667,0.9788572,0.972,1.01475,0.9965,0.992,0.982,0.991,0.9964286
Insurance,STC,1.033485,18.06714,1.024,0.9732143,1.044889,0.9956923,0.9949167,1.036,1.069,1.064,1.019,1.14675,1.037,0.997353
ETFs,STSA,1.006107,19.92549,1.00175,0.9905,1.011,0.985,1.009667,1.017,1.019571,1.0095,1.022,0.99025,0.999875,1.017167
Tech,STX,1.028834,27.39013,1.136,1.0147,1.013625,1.0483,0.9625833,1.027588,1.034,1.01575,1.018667,0.9831,1.0187,1.073
Energy,SU,1.002107,31.93746,1.038167,0.9881667,0.9684286,0.972,0.9224,1.0465,1.0275,1.0175,1.0075,1.006625,1.024,1.0065
Transp,SWFT,1.010903,9.672734,1.11175,0.985,1.003,0.9824166,0.968,0.9824545,0.9747,0.9811111,1.035167,1.057333,0.9946,1.0553
Cons-Cyc,SWHC,1.034924,8.117958,1.038062,1.001167,1.0665,1.00825,1.054,1.0265,1.0554,1.192,0.98875,0.9693334,1.054,0.965125
Energy,SXC,1.007276,15.15554,1.066111,0.9799,0.9972,0.990375,0.9731666,1.03725,1.015714,1.004619,0.9993077,0.991,1.010667,1.022
Banks,TCBI,1.016915,40.74991,1.0306,1.0023,0.9984286,1.008,1.022222,1.02,1.032,1.020667,1.049,1.001,0.9986666,1.0201
Tech,TDY,1.003943,61.91368,1.0322,0.9895,1.0215,0.9996667,0.983,1.029,0.98,1.016,0.9906667,0.9922857,0.9945,1.019
SemiCond,TGI,0.9985884,61.8065,1.0254,1.013,1.003833,0.9995,0.9443333,0.967875,1.004,1.0005,1.013,0.9873334,1.011,1.013286
Transp,TK,1.022651,31.06277,1.035556,1.021067,1.063429,1.032,0.9533333,1.0082,1.0164,0.9995,1.020333,0.9975,1.0255,1.099
Health,TLT,1.007991,122.1147,1.005308,1.0034,1.000313,1.029,1.048,1.006167,1.005333,0.9985715,1.001917,1.001,1.005889,0.991
Util,TRGP,1.003547,46.04861,1.021071,0.9918571,1.012,1.021222,0.9858889,0.9934286,1.016813,1.0132,1.015875,0.997,0.9633333,1.010875
Services,TRLG,0.98255,26.30888,1.056333,0.983,0.967,0.96,1.0065,1.001,0.849,1.014,0.9815,1.009667,0.9316,1.031
Util,TRP,0.9999334,43.72987,0.9956,0.993,0.99675,0.9964,0.99,1.028,0.994,1.028,1.0144,0.9848,0.99825,0.98
Services,TYC,1.001265,46.2708,1.0119,1.009214,1.012294,1.00195,0.9878637,1.006095,1.006176,1.000913,1.0064,0.9877778,0.9692,1.0154
Transp,UAL,1.014999,21.23317,1.0628,0.9643334,1.006,1.0242,1.09975,1.008929,0.9340556,1.008357,1.0085,1.01525,0.9970834,1.050727
InvServ,UBS,1.004391,13.04108,1.0518,0.948,0.9863636,0.99775,0.9775,0.9938571,0.9914615,1.028,1.0206,1.049308,1.007222,1.000833
Insurance,UNH,1.001835,55.00665,0.9932857,1.027167,0.984,0.9873,0.9949,1.01375,0.9725,1.016167,1.028,1.00725,1.002143,0.9955556
Insurance,UNM,0.9995273,21.01649,1.028,1.012,0.9836667,0.95,1.007,1.003,0.9994,1.020571,0.978,1.000167,1.0033,1.009222
Transp,UNP,1.004334,117.1034,1.003,0.992,0.9976429,1.051,0.972,1.01875,0.9996667,1.0012,1.000714,0.9996154,1.008417,1.008
Energy,UPL,0.9904289,21.66358,0.992,0.9978334,0.955,0.942,1.035,0.964,1.032,1,1.0248,1.008,0.9548461,0.9796667
Transp,UTIW,1.001432,14.75693,1.0482,1.004857,1.049167,1.004778,0.9552857,1,0.95975,1.010143,0.990625,0.9994286,0.9952,0.99975
Services,UTX,0.9994047,78.67604,1.003333,0.995,0.980875,0.9901538,0.9830625,1.007125,1.005077,1.005222,1.008615,1.000643,1.01075,1.003
Services,V,1.013277,126.7668,1.021556,1.023571,1.007,1.016,1.0125,1.031667,1.0305,1.0008,1.018167,1.001063,1.0035,0.993
Cons-Cyc,VFC,1.000691,148.5663,1.001692,1.004167,0.9853333,1.0115,0.9860001,0.9902,1,1.004846,1.025222,1.004923,0.9970769,0.9973333
ETFs,VLTR,0.9943264,24.85317,1.049333,1.001333,1.040714,0.99575,0.9926667,0.9452857,0.9795,0.974,0.968,0.9686667,1.003167,1.0135
Banks,WBS,1.004614,21.52623,1.019,0.997,1.058,0.983,0.958,1.041,0.983,1.029571,0.9986666,0.996,0.96175,1.030375
ETFs,WCG,1.018579,58.35031,1.047333,1.009714,1.081,0.9595,0.9861429,1.043429,1.083,1.0305,0.9788333,1.00125,0.987,1.01525
Energy,WG,1.01029,5.152664,1.0415,1.007333,1.004833,1.061,1.006125,1.078111,1.003769,0.9136,0.9623333,0.992,1.016,1.036875
Banks,WIBC,1.006233,5.457434,0.9911,1.0563,1.014938,1.022167,0.982,1.027125,1.048333,1.007,0.9965,1.000667,0.925,1.003667
Basiclnd,WPP,1.009915,9.023259,1.0154,1.088,0.9845,0.9903333,1.004818,1.014667,0.963875,1.056,1.002889,1,0.9995,0.999
Util,WPZ,1.000719,54.20375,1.021167,0.998,0.9771667,1.005909,1.008,1.007923,1.002923,0.9967778,1.0105,0.994,0.9674444,1.018818
Cons-Cyc,WSM,1.006135,39.64242,0.9850833,1.010375,1.010909,0.99575,0.987,0.9958333,1.035,1.0385,1.006222,1.0015,1.000231,1.007222
Basiclnd,X,0.9933472,23.72042,1.025667,0.98575,1.145333,1.002083,0.9182222,0.9,0.9656667,0.9577778,0.9461667,1.00175,1.0335,1.03825
ETFs,XEC,1.01467,62.78909,1.002154,1.055625,1.007571,1.007667,0.96475,1.0115,1.056375,1.027,1.004143,1.04025,1.001167,0.9978333
Insurance,XL,1.00444,22.23154,1.016,0.9962,1.0196,0.9915,0.9915454,0.9996364,0.9985714,1.020286,1.013571,0.9932308,1.009133,1.004
Transp,XLB,0.9990319,36.08692,1.017,0.9871429,1.009818,0.966,0.9752,1.002444,0.9963333,1.00421,1.010667,0.996,1.0019,1.021667
Transp,XLE,1.006366,70.79228,1.0192,1.013385,0.9833,0.999,0.9936154,1.033143,1.021833,1.002765,1.007588,0.993,1.001063,1.0085
ETFs,XME,0.9987172,45.33964,1.023444,0.9833571,0.9742,0.9904118,0.9558,1.047,0.98825,1.018143,0.9946667,0.988,1.002333,1.019
Energy,XOM,0.9957796,86.75699,0.9958462,0.996,0.993,0.981,0.9653333,1.004333,1.004182,1.007286,1.007571,1.001,1.003375,0.9904286
